from_stop_id,to_stop_id,transfer_type,min_transfer_time
959833,1014941,2,11
959833,1062297,2,84
959833,1118834,2,52
959833,1118833,2,117
1014940,959833,2,11
1014940,1014941,2,22
1014940,1062297,2,95
1014940,1118834,2,62
1014940,1118833,2,128
1014941,959833,2,11
1014941,1014940,2,22
1014941,1062297,2,73
1014941,1118834,2,41
1014941,1118833,2,107
959831,1014936,2,11
959831,1014937,2,11
1014936,959831,2,11
1014936,1014937,2,21
1014937,959831,2,11
1014937,1014936,2,21
1062297,959833,2,84
1062297,1014940,2,95
1062297,1014941,2,73
1062297,1118834,2,34
1062297,1118833,2,34
1118834,959833,2,52
1118834,1014940,2,62
1118834,1014941,2,41
1118834,1062297,2,34
1118834,1118833,2,68
1118833,959833,2,117
1118833,1014940,2,128
1118833,1014941,2,107
1118833,1062297,2,34
1118833,1118834,2,68
1252420,1308400,2,3
1252420,1308401,2,3
1252420,1252478,2,220
1252420,1308499,2,220
1308400,1252420,2,3
1308400,1308401,2,5
1308400,1252478,2,221
1308400,1308499,2,221
1308401,1252420,2,3
1308401,1308400,2,5
1308401,1252478,2,218
1308401,1308499,2,218
1252421,1308402,2,5
1252421,1308403,2,5
1308402,1252421,2,5
1308402,1308403,2,9
1308403,1252421,2,5
1308403,1308402,2,9
1252422,1308404,2,5
1252422,1308405,2,5
1308404,1252422,2,5
1308404,1308405,2,9
1308405,1252422,2,5
1308405,1308404,2,9
1308405,1308590,2,297
1252423,1308406,2,13
1252423,1308407,2,13
1308406,1252423,2,13
1308406,1308407,2,25
1308407,1252423,2,13
1308407,1308406,2,25
654051,79657,2,40
654051,703734,2,7
654051,703735,2,7
654051,654050,2,235
654051,703732,2,244
654051,703733,2,230
654051,688139,2,203
654051,739581,2,203
703734,79657,2,46
703734,654051,2,7
703734,703735,2,13
703734,654050,2,239
703734,703732,2,247
703734,703733,2,234
703734,688139,2,198
703734,739581,2,198
703735,79657,2,35
703735,654051,2,7
703735,703734,2,13
703735,654050,2,231
703735,703732,2,240
703735,703733,2,225
703735,688139,2,209
703735,739581,2,209
654039,703715,2,54
654039,703716,2,54
654039,654038,2,190
654039,703714,2,226
654039,1211755,2,153
654039,654040,2,197
654039,703717,2,197
703715,654039,2,54
703715,703716,2,107
703715,654038,2,137
703715,703714,2,173
703715,1211755,2,100
703715,654040,2,247
703715,703717,2,247
703716,654039,2,54
703716,703715,2,107
703716,654038,2,243
703716,703714,2,279
703716,1211755,2,206
703716,654040,2,151
703716,703717,2,151
654037,703712,2,34
654037,703713,2,34
703712,654037,2,34
703712,703713,2,68
703713,654037,2,34
703713,703712,2,68
688128,739562,2,8
688128,739563,2,8
688128,654044,2,253
688128,703724,2,225
688128,703725,2,285
739562,688128,2,8
739562,739563,2,16
739562,654044,2,256
739562,703724,2,229
739562,703725,2,287
739563,688128,2,8
739563,739562,2,16
739563,654044,2,250
739563,703724,2,221
739563,703725,2,283
654038,654039,2,190
654038,703715,2,137
654038,703716,2,243
654038,703714,2,37
654038,1211755,2,37
703714,654039,2,226
703714,703715,2,173
703714,703716,2,279
703714,654038,2,37
703714,1211755,2,74
1211755,654039,2,153
1211755,703715,2,100
1211755,703716,2,206
1211755,654038,2,37
1211755,703714,2,74
654043,703722,2,26
654043,703723,2,26
654043,654042,2,299
654043,703721,2,237
703722,654043,2,26
703722,703723,2,52
703722,654042,2,277
703722,703721,2,215
703723,654043,2,26
703723,703722,2,52
703723,703721,2,259
703723,703724,2,288
654042,654043,2,299
654042,703722,2,277
654042,703720,2,63
654042,703721,2,63
654042,654041,2,282
654042,703719,2,241
703720,654042,2,63
703720,703721,2,126
703720,654041,2,241
703720,703718,2,286
703720,703719,2,197
703721,654043,2,237
703721,703722,2,215
703721,703723,2,259
703721,654042,2,63
703721,703720,2,126
703721,703719,2,293
654050,79657,2,228
654050,654051,2,235
654050,703734,2,239
654050,703735,2,231
654050,703732,2,28
654050,703733,2,28
703732,79657,2,241
703732,654051,2,244
703732,703734,2,247
703732,703735,2,240
703732,654050,2,28
703732,703733,2,55
703733,79657,2,218
703733,654051,2,230
703733,703734,2,234
703733,703735,2,225
703733,654050,2,28
703733,703732,2,55
688139,79657,2,228
688139,654051,2,203
688139,703734,2,198
688139,703735,2,209
688139,739581,2,0
688139,654047,2,188
688139,703728,2,188
739581,79657,2,228
739581,654051,2,203
739581,703734,2,198
739581,703735,2,209
739581,688139,2,0
739581,654047,2,188
739581,703728,2,188
654058,703746,2,12
654058,703747,2,12
654058,654061,2,245
654058,703750,2,224
654058,703753,2,267
703746,654058,2,12
703746,703747,2,24
703746,654061,2,257
703746,703750,2,235
703746,703753,2,278
703747,654058,2,12
703747,703746,2,24
703747,654061,2,234
703747,703750,2,212
703747,703753,2,255
654061,654058,2,245
654061,703746,2,257
654061,703747,2,234
654061,703750,2,22
654061,703753,2,22
703750,654058,2,224
703750,703746,2,235
703750,703747,2,212
703750,654061,2,22
703750,703753,2,43
703753,654058,2,267
703753,703746,2,278
703753,703747,2,255
703753,654061,2,22
703753,703750,2,43
654054,703738,2,7
654054,703739,2,7
703738,79657,2,298
703738,654054,2,7
703738,703739,2,13
703739,654054,2,7
703739,703738,2,13
654055,703741,2,19
654055,703742,2,19
703741,654055,2,19
703741,703742,2,38
703742,654055,2,19
703742,703741,2,38
654044,688128,2,253
654044,739562,2,256
654044,739563,2,250
654044,703724,2,46
654044,703725,2,46
703724,688128,2,225
703724,739562,2,229
703724,739563,2,221
703724,703723,2,288
703724,654044,2,46
703724,703725,2,91
703725,688128,2,285
703725,739562,2,287
703725,739563,2,283
703725,654044,2,46
703725,703724,2,91
654047,688139,2,188
654047,739581,2,188
654047,703728,2,0
703728,688139,2,188
703728,739581,2,188
703728,654047,2,0
654041,654042,2,282
654041,703720,2,241
654041,703718,2,47
654041,703719,2,47
703718,703720,2,286
703718,654041,2,47
703718,703719,2,94
703719,654042,2,241
703719,703720,2,197
703719,703721,2,293
703719,654041,2,47
703719,703718,2,94
654040,654039,2,197
654040,703715,2,247
654040,703716,2,151
654040,703717,2,0
703717,654039,2,197
703717,703715,2,247
703717,703716,2,151
703717,654040,2,0
654071,80663,2,32
654071,703767,2,0
703767,80663,2,32
703767,654071,2,0
959962,1015180,2,100
959962,1015181,2,100
1015180,959962,2,100
1015180,1015181,2,200
1015181,959962,2,100
1015181,1015180,2,200
1062282,1118808,2,6
1062282,1118809,2,6
1118808,1062282,2,6
1118808,1118809,2,11
1118809,1062282,2,6
1118809,1118808,2,11
1062281,1118806,2,9
1062281,1118807,2,9
1118806,1062281,2,9
1118806,1118807,2,18
1118807,1062281,2,9
1118807,1118806,2,18
1062280,1118804,2,3
1062280,1118805,2,3
1118804,1062280,2,3
1118804,1118805,2,6
1118805,1062280,2,3
1118805,1118804,2,6
654088,703799,2,12
654088,703800,2,12
703799,654088,2,12
703799,703800,2,23
703800,654088,2,12
703800,703799,2,23
654091,703806,2,4
654091,703807,2,4
654091,654092,2,284
654091,703808,2,276
654091,703809,2,292
703806,654091,2,4
703806,703807,2,8
703806,654092,2,287
703806,703808,2,279
703806,703809,2,295
703807,654091,2,4
703807,703806,2,8
703807,654092,2,281
703807,703808,2,274
703807,703809,2,289
654097,703815,2,6
654097,703827,2,6
703815,654097,2,6
703815,703827,2,11
703827,654097,2,6
703827,703815,2,11
654100,703821,2,16
654100,703830,2,16
703821,654100,2,16
703821,703830,2,32
703830,654100,2,16
703830,703821,2,32
654087,703798,2,28
654087,703801,2,28
703798,654087,2,28
703798,703801,2,55
703801,654087,2,28
703801,703798,2,55
654094,703811,2,5
654094,703816,2,5
703811,654094,2,5
703811,703816,2,10
703816,654094,2,5
703816,703811,2,10
654095,703813,2,5
654095,703822,2,5
703813,654095,2,5
703813,703822,2,10
703822,654095,2,5
703822,703813,2,10
654092,654091,2,284
654092,703806,2,287
654092,703807,2,281
654092,703808,2,8
654092,703809,2,8
703808,654091,2,276
703808,703806,2,279
703808,703807,2,274
703808,654092,2,8
703808,703809,2,16
703809,654091,2,292
703809,703806,2,295
703809,703807,2,289
703809,654092,2,8
703809,703808,2,16
836329,889021,2,41
836329,889022,2,41
889021,836329,2,41
889021,889022,2,81
889022,836329,2,41
889022,889021,2,81
836332,889027,2,0
889027,836332,2,0
836333,889028,2,52
836333,889029,2,52
889028,836333,2,52
889028,889029,2,103
889029,836333,2,52
889029,889028,2,103
836331,889025,2,18
836331,889026,2,18
836331,889023,2,296
889025,836331,2,18
889025,889026,2,36
889026,836331,2,18
889026,889025,2,36
889026,889023,2,278
836330,889023,2,24
836330,889024,2,24
889023,836331,2,296
889023,889026,2,278
889023,836330,2,24
889023,889024,2,47
889024,836330,2,24
889024,889023,2,47
771610,824627,2,5
771610,824628,2,5
824627,771610,2,5
824627,824628,2,9
824628,771610,2,5
824628,824627,2,9
1180828,1235747,2,5
1180828,1235748,2,5
1180828,824629,2,294
1235747,1180828,2,5
1235747,1235748,2,10
1235747,824629,2,297
1235748,1180828,2,5
1235748,1235747,2,10
1235748,771611,2,300
1235748,824629,2,292
771608,824623,2,6
771608,824624,2,6
771608,771609,2,265
771608,824625,2,289
771608,824626,2,242
824623,771608,2,6
824623,824624,2,11
824623,771609,2,269
824623,824625,2,293
824623,824626,2,246
824624,771608,2,6
824624,824623,2,11
824624,771609,2,262
824624,824625,2,286
824624,824626,2,238
771609,771608,2,265
771609,824623,2,269
771609,824624,2,262
771609,824625,2,28
771609,824626,2,28
824625,771608,2,289
824625,824623,2,293
824625,824624,2,286
824625,771609,2,28
824625,824626,2,55
824626,771608,2,242
824626,824623,2,246
824626,824624,2,238
824626,771609,2,28
824626,824625,2,55
1389702,1450371,2,0
1389702,1389701,2,82
1389702,1450370,2,82
1450371,1389702,2,0
1450371,1389701,2,82
1450371,1450370,2,82
1497429,1559116,2,23
1497429,1559115,2,23
1559116,1497429,2,23
1559116,1559115,2,46
1559115,1497429,2,23
1559115,1559116,2,46
654045,703726,2,0
703726,654045,2,0
654062,703751,2,9
654062,703752,2,9
703751,654062,2,9
703751,703752,2,18
703752,654062,2,9
703752,703751,2,18
654057,79806,2,206
654057,703744,2,13
654057,703745,2,13
654057,654056,2,238
654057,703743,2,238
654057,1647821,2,232
654057,1717605,2,232
654057,1717606,2,264
703744,79806,2,197
703744,654057,2,13
703744,703745,2,25
703744,654056,2,228
703744,703743,2,228
703744,1647821,2,220
703744,1717605,2,220
703744,1717606,2,253
703745,79806,2,216
703745,654057,2,13
703745,703744,2,25
703745,654056,2,248
703745,703743,2,248
703745,1647821,2,244
703745,1717605,2,244
703745,1717606,2,275
654056,79806,2,32
654056,654057,2,238
654056,703744,2,228
654056,703745,2,248
654056,703743,2,0
654056,1647821,2,101
654056,1717605,2,101
654056,1717606,2,54
703743,79806,2,32
703743,654057,2,238
703743,703744,2,228
703743,703745,2,248
703743,654056,2,0
703743,1647821,2,101
703743,1717605,2,101
703743,1717606,2,54
654048,703729,2,8
654048,703730,2,8
654048,703737,2,284
703729,654048,2,8
703729,703730,2,16
703729,703737,2,292
703730,654048,2,8
703730,703729,2,16
703730,703737,2,277
1647821,79806,2,97
1647821,654057,2,232
1647821,703744,2,220
1647821,703745,2,244
1647821,654056,2,101
1647821,703743,2,101
1647821,1717605,2,0
1647821,1717606,2,69
1717605,79806,2,97
1717605,654057,2,232
1717605,703744,2,220
1717605,703745,2,244
1717605,654056,2,101
1717605,703743,2,101
1717605,1647821,2,0
1717605,1717606,2,69
1717606,79806,2,72
1717606,654057,2,264
1717606,703744,2,253
1717606,703745,2,275
1717606,654056,2,54
1717606,703743,2,54
1717606,1647821,2,69
1717606,1717605,2,69
654053,703737,2,82
654053,703740,2,82
703737,654048,2,284
703737,703729,2,292
703737,703730,2,277
703737,654053,2,82
703737,703740,2,163
703740,654053,2,82
703740,703737,2,163
1389896,1450717,2,14
1389896,1450718,2,14
1450717,1389896,2,14
1450717,1450718,2,27
1450718,1389896,2,14
1450718,1450717,2,27
1389650,1450277,2,10
1389650,1450278,2,10
1450277,1389650,2,10
1450277,1450278,2,19
1450278,1389650,2,10
1450278,1450277,2,19
1389722,1450398,2,0
1389722,1389742,2,157
1389722,1450434,2,149
1389722,1450435,2,166
1389722,1389723,2,23
1389722,1450399,2,23
1450398,1389722,2,0
1450398,1389742,2,157
1450398,1450434,2,149
1450398,1450435,2,166
1450398,1389723,2,23
1450398,1450399,2,23
1389724,1450400,2,43
1389724,1450401,2,43
1450400,1389724,2,43
1450400,1450401,2,85
1450401,1389724,2,43
1450401,1450400,2,85
771566,824536,2,18
771566,824537,2,18
824536,771566,2,18
824536,824537,2,35
824537,771566,2,18
824537,824536,2,35
824537,824534,2,299
771565,824534,2,14
771565,824535,2,14
824534,824537,2,299
824534,771565,2,14
824534,824535,2,27
824535,771565,2,14
824535,824534,2,27
1389742,1389722,2,157
1389742,1450398,2,157
1389742,1450434,2,9
1389742,1450435,2,9
1389742,1389723,2,180
1389742,1450399,2,180
1450434,1389722,2,149
1450434,1450398,2,149
1450434,1389742,2,9
1450434,1450435,2,18
1450434,1389723,2,171
1450434,1450399,2,171
1450435,1389722,2,166
1450435,1450398,2,166
1450435,1389742,2,9
1450435,1450434,2,18
1450435,1389723,2,188
1450435,1450399,2,188
959955,1015167,2,25
959955,1015168,2,25
1015167,959955,2,25
1015167,1015168,2,50
1015168,959955,2,25
1015168,1015167,2,50
1428597,1491096,2,9
1428597,1491097,2,9
1428597,1428598,2,98
1428597,1491098,2,98
1491096,1428597,2,9
1491096,1491097,2,17
1491096,1428598,2,94
1491096,1491098,2,94
1491097,1428597,2,9
1491097,1491096,2,17
1491097,1428598,2,102
1491097,1491098,2,102
1428598,1428597,2,98
1428598,1491096,2,94
1428598,1491097,2,102
1428598,1491098,2,0
1491098,1428597,2,98
1491098,1491096,2,94
1491098,1491097,2,102
1491098,1428598,2,0
771686,824766,2,44
771686,824767,2,44
824766,771686,2,44
824766,824767,2,87
824767,771686,2,44
824767,824766,2,87
771684,824762,2,16
771684,824763,2,16
824762,771684,2,16
824762,824763,2,31
824763,771684,2,16
824763,824762,2,31
771685,824764,2,109
771685,824765,2,109
824764,771685,2,109
824764,824765,2,218
824765,771685,2,109
824765,824764,2,218
1535416,1606207,2,59
1535416,1606206,2,1
1606207,1535416,2,59
1606207,1606206,2,58
1606206,1535416,2,1
1606206,1606207,2,58
1535415,1606205,2,41
1535415,1606204,2,41
1606205,1535415,2,41
1606205,1606204,2,81
1606204,1535415,2,41
1606204,1606205,2,81
621224,669605,2,29
621224,1683881,2,29
669605,621224,2,29
669605,1683881,2,58
1683881,621224,2,29
1683881,669605,2,58
621222,1355059,2,30
621222,1355058,2,30
621222,1295833,2,108
621222,669601,2,114
621222,669602,2,101
1355059,621222,2,30
1355059,1355058,2,60
1355059,1295833,2,120
1355059,669601,2,125
1355059,669602,2,116
1355058,621222,2,30
1355058,1355059,2,60
1355058,1295833,2,103
1355058,669601,2,111
1355058,669602,2,95
1295833,621222,2,108
1295833,1355059,2,120
1295833,1355058,2,103
1295833,669601,2,9
1295833,669602,2,9
669601,621222,2,114
669601,1355059,2,125
669601,1355058,2,111
669601,1295833,2,9
669601,669602,2,18
669602,621222,2,101
669602,1355059,2,116
669602,1355058,2,95
669602,1295833,2,9
669602,669601,2,18
621215,669587,2,4
621215,669588,2,4
669587,621215,2,4
669587,669588,2,7
669588,621215,2,4
669588,669587,2,7
621209,669575,2,0
621209,669579,2,257
669575,621209,2,0
669575,669579,2,257
621211,669579,2,76
621211,669580,2,76
669579,621209,2,257
669579,669575,2,257
669579,621211,2,76
669579,669580,2,151
669580,621211,2,76
669580,669579,2,151
1295832,1355060,2,19
1295832,1355061,2,19
1295832,621225,2,293
1295832,669607,2,283
1355060,1295832,2,19
1355060,1355061,2,37
1355060,621225,2,277
1355060,669607,2,266
1355060,669610,2,289
1355060,669599,2,298
1355061,1295832,2,19
1355061,1355060,2,37
1355061,669607,2,300
690368,741862,2,15
690368,741863,2,15
741862,690368,2,15
741862,741863,2,29
741863,690368,2,15
741863,741862,2,29
690370,741866,2,20
690370,741867,2,20
690370,1389777,2,81
690370,1450500,2,81
741866,690370,2,20
741866,741867,2,40
741866,1389777,2,62
741866,1450500,2,62
741867,690370,2,20
741867,741866,2,40
741867,1389777,2,101
741867,1450500,2,101
1389777,690370,2,81
1389777,741866,2,62
1389777,741867,2,101
1389777,1450500,2,0
1450500,690370,2,81
1450500,741866,2,62
1450500,741867,2,101
1450500,1389777,2,0
771722,824836,2,29
771722,824837,2,29
824836,771722,2,29
824836,824837,2,57
824837,771722,2,29
824837,824836,2,57
771724,824840,2,3
771724,824841,2,3
824840,771724,2,3
824840,824841,2,6
824841,771724,2,3
824841,824840,2,6
771723,824838,2,31
771723,824839,2,31
824838,771723,2,31
824838,824839,2,61
824839,771723,2,31
824839,824838,2,61
1497422,1559103,2,54
1497422,1559102,2,54
1559103,1497422,2,54
1559103,1559102,2,108
1559102,1497422,2,54
1559102,1559103,2,108
960009,1015248,2,0
960009,1486506,2,95
960009,1015249,2,98
960009,1450279,2,121
1015248,960009,2,0
1015248,1486506,2,95
1015248,1015249,2,98
1015248,1450279,2,121
960030,1015278,2,12
960030,1015279,2,12
1015278,960030,2,12
1015278,1015279,2,24
1015279,960030,2,12
1015279,1015278,2,24
960012,81042,2,105
960012,1015251,2,101
960012,1015252,2,101
1015251,81042,2,30
1015251,960012,2,101
1015251,1015252,2,201
1015252,81042,2,203
1015252,960012,2,101
1015252,1015251,2,201
1389657,1450291,2,12
1389657,1450292,2,12
1450291,1389657,2,12
1450291,1450292,2,24
1450292,1389657,2,12
1450292,1450291,2,24
1389655,1450287,2,7
1389655,1450288,2,7
1450287,1389655,2,7
1450287,1450288,2,14
1450288,1389655,2,7
1450288,1450287,2,14
1389656,1450289,2,21
1389656,1450290,2,21
1450289,1389656,2,21
1450289,1450290,2,41
1450290,1389656,2,21
1450290,1450289,2,41
621262,669686,2,5
621262,669687,2,5
621262,621261,2,248
621262,669684,2,251
621262,669685,2,245
669686,621262,2,5
669686,669687,2,10
669686,621261,2,250
669686,669684,2,253
669686,669685,2,247
669687,621262,2,5
669687,669686,2,10
669687,621261,2,246
669687,669684,2,249
669687,669685,2,243
621258,669678,2,6
621258,669679,2,6
621258,621261,2,244
621258,669684,2,245
621258,669685,2,243
669678,621258,2,6
669678,669679,2,12
669678,621261,2,244
669678,669684,2,246
669678,669685,2,243
669679,621258,2,6
669679,669678,2,12
669679,621261,2,243
669679,669684,2,244
669679,669685,2,242
621254,669670,2,6
621254,669671,2,6
669670,621254,2,6
669670,669671,2,12
669671,621254,2,6
669671,669670,2,12
621261,621262,2,248
621261,669686,2,250
621261,669687,2,246
621261,621258,2,244
621261,669678,2,244
621261,669679,2,243
621261,669684,2,6
621261,669685,2,6
669684,621262,2,251
669684,669686,2,253
669684,669687,2,249
669684,621258,2,245
669684,669678,2,246
669684,669679,2,244
669684,621261,2,6
669684,669685,2,12
669685,621262,2,245
669685,669686,2,247
669685,669687,2,243
669685,621258,2,243
669685,669678,2,243
669685,669679,2,242
669685,621261,2,6
669685,669684,2,12
621257,669676,2,5
621257,669677,2,5
669676,621257,2,5
669676,669677,2,10
669677,621257,2,5
669677,669676,2,10
1062284,1118812,2,30
1062284,1118813,2,30
1118812,1062284,2,30
1118812,1118813,2,59
1118813,1062284,2,30
1118813,1118812,2,59
1062283,1118810,2,9
1062283,1118811,2,9
1118810,1062283,2,9
1118810,1118811,2,18
1118811,1062283,2,9
1118811,1118810,2,18
1062285,1118814,2,6
1062285,1118815,2,6
1118814,1062285,2,6
1118814,1118815,2,11
1118815,1062285,2,6
1118815,1118814,2,11
1586271,824691,2,0
1586271,771645,2,67
1586271,824692,2,67
824691,1586271,2,0
824691,771645,2,67
824691,824692,2,67
771568,824540,2,26
