from_stop_id,to_stop_id,transfer_type,min_transfer_time
824653,824655,2,240
824653,824656,2,231
824653,771625,2,21
824653,824654,2,41
824654,771626,2,276
824654,824655,2,280
824654,824656,2,272
824654,771625,2,21
824654,824653,2,41
1252436,1308429,2,5
1252436,1308430,2,5
1252436,1308433,2,289
1308429,1252436,2,5
1308429,1308430,2,9
1308429,1308433,2,288
1308430,1252436,2,5
1308430,1308429,2,9
1308430,1308433,2,291
1252437,1308431,2,0
1252437,1252439,2,20
1252437,1308434,2,20
1252437,1252441,2,120
1252437,1308437,2,122
1252437,1308438,2,118
1308431,1252437,2,0
1308431,1252439,2,20
1308431,1308434,2,20
1308431,1252441,2,120
1308431,1308437,2,122
1308431,1308438,2,118
1252438,1308432,2,28
1252438,1308433,2,28
1308432,1252438,2,28
1308432,1308433,2,56
1308433,1252436,2,289
1308433,1308429,2,288
1308433,1308430,2,291
1308433,1252438,2,28
1308433,1308432,2,56
1252439,1252437,2,20
1252439,1308431,2,20
1252439,1308434,2,0
1252439,1252441,2,112
1252439,1308437,2,114
1252439,1308438,2,111
1308434,1252437,2,20
1308434,1308431,2,20
1308434,1252439,2,0
1308434,1252441,2,112
1308434,1308437,2,114
1308434,1308438,2,111
1252444,1308443,2,4
1252444,1308444,2,4
1308443,1252444,2,4
1308443,1308444,2,7
1308444,1252444,2,4
1308444,1308443,2,7
1252440,1308435,2,6
1252440,1308436,2,6
1252440,1308440,2,282
1308435,1252440,2,6
1308435,1308436,2,11
1308435,1308440,2,278
1308436,1252440,2,6
1308436,1308435,2,11
1308436,1308440,2,285
1252441,1252437,2,120
1252441,1308431,2,120
1252441,1252439,2,112
1252441,1308434,2,112
1252441,1308437,2,3
1252441,1308438,2,3
1308437,1252437,2,122
1308437,1308431,2,122
1308437,1252439,2,114
1308437,1308434,2,114
1308437,1252441,2,3
1308437,1308438,2,5
1308438,1252437,2,118
1308438,1308431,2,118
1308438,1252439,2,111
1308438,1308434,2,111
1308438,1252441,2,3
1308438,1308437,2,5
1252442,1308439,2,64
1252442,1308440,2,64
1252442,1252544,2,131
1252442,1308601,2,131
1308439,1252442,2,64
1308439,1308440,2,127
1308439,1252544,2,70
1308439,1308601,2,70
1308440,1252440,2,282
1308440,1308435,2,278
1308440,1308436,2,285
1308440,1252442,2,64
1308440,1308439,2,127
1308440,1252544,2,194
1308440,1308601,2,194
1252443,1308441,2,8
1252443,1308442,2,8
1308441,1252443,2,8
1308441,1308442,2,15
1308442,1252443,2,8
1308442,1308441,2,15
1252445,1308445,2,9
1252445,1308446,2,9
1252445,1252448,2,230
1252445,1308450,2,230
1252445,1252451,2,244
1252445,1308454,2,244
1308445,1252445,2,9
1308445,1308446,2,18
1308445,1252448,2,239
1308445,1308450,2,239
1308445,1252451,2,253
1308445,1308454,2,253
1308446,1252445,2,9
1308446,1308445,2,18
1308446,1252448,2,221
1308446,1308450,2,221
1308446,1252451,2,236
1308446,1308454,2,236
1252446,1308447,2,5
1252446,1308448,2,5
1308447,1252446,2,5
1308447,1308448,2,10
1308448,1252446,2,5
1308448,1308447,2,10
1252447,1308449,2,0
1252447,1252538,2,16
1252447,1308592,2,16
1308449,1252447,2,0
1308449,1252538,2,16
1308449,1308592,2,16
1252448,1252445,2,230
1252448,1308445,2,239
1252448,1308446,2,221
1252448,1308450,2,0
1252448,1252451,2,29
1252448,1308454,2,29
1308450,1252445,2,230
1308450,1308445,2,239
1308450,1308446,2,221
1308450,1252448,2,0
1308450,1252451,2,29
1308450,1308454,2,29
1252449,1308451,2,13
1252449,1308452,2,13
1308451,1252449,2,13
1308451,1308452,2,25
1308452,1252449,2,13
1308452,1308451,2,25
1252450,1308453,2,0
1252450,1252546,2,24
1252450,1308604,2,24
1308453,1252450,2,0
1308453,1252546,2,24
1308453,1308604,2,24
1252453,1308456,2,0
1252453,1252452,2,18
1252453,1308455,2,18
1308456,1252453,2,0
1308456,1252452,2,18
1308456,1308455,2,18
1252451,1252445,2,244
1252451,1308445,2,253
1252451,1308446,2,236
1252451,1252448,2,29
1252451,1308450,2,29
1252451,1308454,2,0
1308454,1252445,2,244
1308454,1308445,2,253
1308454,1308446,2,236
1308454,1252448,2,29
1308454,1308450,2,29
1308454,1252451,2,0
1252452,1252453,2,18
1252452,1308456,2,18
1252452,1308455,2,0
1308455,1252453,2,18
1308455,1308456,2,18
1308455,1252452,2,0
690369,741864,2,37
690369,741865,2,37
741864,690369,2,37
741864,741865,2,74
741865,690369,2,37
741865,741864,2,74
690371,741868,2,25
690371,741869,2,25
741868,690371,2,25
741868,741869,2,50
741869,690371,2,25
741869,741868,2,50
1211772,64337,2,51
1211772,1211773,2,46
1211773,64337,2,53
1211773,1211772,2,46
621255,669672,2,6
621255,669673,2,6
669672,621255,2,6
669672,669673,2,11
669673,621255,2,6
669673,669672,2,11
621256,669674,2,4
621256,669675,2,4
669674,621256,2,4
669674,669675,2,8
669675,621256,2,4
669675,669674,2,8
621243,669643,2,13
621243,669656,2,13
669643,621243,2,13
669643,669656,2,25
669656,621243,2,13
669656,669643,2,25
621260,669682,2,18
621260,669683,2,18
669682,621260,2,18
669682,669683,2,36
669683,621260,2,18
669683,669682,2,36
621241,669640,2,17
621241,669659,2,17
669640,621241,2,17
669640,669659,2,34
669659,621241,2,17
669659,669640,2,34
771678,824754,2,66
771678,824755,2,66
824754,771678,2,66
824754,824755,2,131
824755,771678,2,66
824755,824754,2,131
824755,824752,2,281
1252555,1308619,2,20
1252555,1308618,2,20
1308619,1252555,2,20
1308619,1308618,2,40
1308619,1308624,2,297
1308618,1252555,2,20
1308618,1308619,2,40
1389783,1450511,2,33
1389783,1450512,2,33
1450511,1389783,2,33
1450511,1450512,2,65
1450512,1389783,2,33
1450512,1450511,2,65
1252556,1308621,2,28
1252556,1308620,2,28
1308621,1252556,2,28
1308621,1308620,2,55
1308620,1252556,2,28
1308620,1308621,2,55
1252557,1308623,2,18
1252557,1308622,2,18
1308623,1252557,2,18
1308623,1308622,2,35
1308622,1252557,2,18
1308622,1308623,2,35
1497437,1559131,2,12
1497437,1559130,2,12
1497437,1497436,2,295
1497437,1559129,2,242
1559131,1497437,2,12
1559131,1559130,2,23
1559131,1497436,2,299
1559131,1559129,2,246
1559130,1497437,2,12
1559130,1559131,2,23
1559130,1497436,2,291
1559130,1559129,2,239
959800,1014886,2,57
959800,1015445,2,57
959800,959798,2,234
959800,1014884,2,251
959800,1015444,2,219
1014886,959800,2,57
1014886,1015445,2,114
1014886,959798,2,178
1014886,1014884,2,194
1014886,1015444,2,164
1015445,959800,2,57
1015445,1014886,2,114
1015445,959798,2,290
1015445,1015444,2,275
1015445,959803,2,294
1015445,1014889,2,280
959786,1014867,2,15
959786,1014868,2,15
1014867,959786,2,15
1014867,1014868,2,30
1014868,959786,2,15
1014868,1014867,2,30
1497444,1559144,2,31
1497444,1559143,2,31
1497444,1497445,2,211
1497444,1559146,2,194
1497444,1559145,2,227
1559144,1497444,2,31
1559144,1559143,2,62
1559144,1497445,2,241
1559144,1559146,2,225
1559144,1559145,2,257
1559143,1497444,2,31
1559143,1559144,2,62
1559143,1497445,2,180
1559143,1559146,2,164
1559143,1559145,2,197
1497449,1559153,2,19
1497449,1559152,2,19
1559153,1497449,2,19
1559153,1559152,2,38
1559152,1497449,2,19
1559152,1559153,2,38
1389787,1450519,2,44
1389787,1450520,2,35
1389787,1561432,2,49
1450519,1389787,2,44
1450519,1450520,2,62
1450519,1561432,2,86
1450520,1389787,2,35
1450520,1450519,2,62
1450520,1561432,2,72
1561432,1389787,2,49
1561432,1450519,2,86
1561432,1450520,2,72
1497447,1559149,2,0
1497447,1497448,2,216
1497447,1559151,2,181
1497447,1559150,2,251
1497447,1749252,2,160
1559149,1497447,2,0
1559149,1497448,2,216
1559149,1559151,2,181
1559149,1559150,2,251
1559149,1749252,2,160
959798,959800,2,234
959798,1014886,2,178
959798,1015445,2,290
959798,1014884,2,29
959798,1015444,2,29
1014884,959800,2,251
1014884,1014886,2,194
1014884,959798,2,29
1014884,1015444,2,57
1015444,959800,2,219
1015444,1014886,2,164
1015444,1015445,2,275
1015444,959798,2,29
1015444,1014884,2,57
1497435,1559127,2,0
1497435,1497436,2,138
1497435,1559129,2,183
1497435,1559128,2,105
1559127,1497435,2,0
1559127,1497436,2,138
1559127,1559129,2,183
1559127,1559128,2,105
1497442,1559140,2,13
1497442,1559139,2,13
1559140,1497442,2,13
1559140,1559139,2,26
1559139,1497442,2,13
1559139,1559140,2,26
1497443,1559142,2,103
1497443,1559141,2,103
1559142,1497443,2,103
1559142,1559141,2,206
1559141,1497443,2,103
1559141,1559142,2,206
1252558,1308625,2,37
1252558,1308624,2,37
1308625,1252558,2,37
1308625,1308624,2,73
1308624,1308619,2,297
1308624,1252558,2,37
1308624,1308625,2,73
771553,824511,2,12
771553,824512,2,12
771553,771554,2,156
771553,824513,2,160
771553,824644,2,152
824511,771553,2,12
824511,824512,2,24
824511,771554,2,145
824511,824513,2,149
824511,824644,2,142
824512,771553,2,12
824512,824511,2,24
824512,771554,2,167
824512,824513,2,171
824512,824644,2,163
771554,771553,2,156
771554,824511,2,145
771554,824512,2,167
771554,824513,2,5
771554,824644,2,5
824513,771553,2,160
824513,824511,2,149
824513,824512,2,171
824513,771554,2,5
824513,824644,2,10
824644,771553,2,152
824644,824511,2,142
824644,824512,2,163
824644,771554,2,5
824644,824513,2,10
959783,1014862,2,30
959783,1014863,2,30
1014862,959783,2,30
1014862,1014863,2,60
1014863,959783,2,30
1014863,1014862,2,60
959799,1014885,2,32
959799,1015448,2,32
959799,1014882,2,260
1014885,959799,2,32
1014885,1015448,2,63
1014885,1014882,2,291
1015448,959799,2,32
1015448,1014885,2,63
1015448,959796,2,271
1015448,1014882,2,230
771682,824760,2,18
771682,1015439,2,18
771682,771677,2,256
771682,824752,2,291
771682,824753,2,221
824760,771682,2,18
824760,1015439,2,36
824760,771677,2,264
824760,824752,2,300
824760,824753,2,228
1015439,771682,2,18
1015439,824760,2,36
1015439,771677,2,248
1015439,824752,2,283
1015439,824753,2,215
959780,1014858,2,42
959780,1014859,2,42
1014858,959780,2,42
1014858,1014859,2,83
1014859,959780,2,42
1014859,1014858,2,83
1647822,1717607,2,0
1647822,1717608,2,107
1717607,1647822,2,0
1717607,1717608,2,107
1717608,1647822,2,107
1717608,1717607,2,107
1295835,1355065,2,7
1295835,1355066,2,7
1295835,1295836,2,252
1295835,1355067,2,271
1295835,1355068,2,233
1355065,1295835,2,7
1355065,1355066,2,13
1355065,1295836,2,248
1355065,1355067,2,266
1355065,1355068,2,229
1355066,1295835,2,7
1355066,1355065,2,13
1355066,1295836,2,256
1355066,1355067,2,275
1355066,1355068,2,237
1497441,1559138,2,44
1497441,1559137,2,44
1497441,1497439,2,247
1497441,1559135,2,260
1497441,1559134,2,234
1497441,1497440,2,142
1497441,1559136,2,142
1559138,1497441,2,44
1559138,1559137,2,88
1559138,1497439,2,205
1559138,1559135,2,218
1559138,1559134,2,192
1559138,1497440,2,102
1559138,1559136,2,102
1559137,1497441,2,44
1559137,1559138,2,88
1559137,1497439,2,289
1559137,1559134,2,276
1559137,1497440,2,184
1559137,1559136,2,184
1497446,1559148,2,27
1497446,1559147,2,27
1559148,1497446,2,27
1559148,1559147,2,54
1559147,1497446,2,27
1559147,1559148,2,54
1295834,1355063,2,13
1295834,1355064,2,13
1295834,1014871,2,298
1355063,1295834,2,13
1355063,1355064,2,25
1355063,1014871,2,290
1355064,1295834,2,13
1355064,1355063,2,25
1389784,1450513,2,38
1389784,1450514,2,38
1450513,1389784,2,38
1450513,1450514,2,75
1450514,1389784,2,38
1450514,1450513,2,75
959792,1014876,2,33
959792,1014877,2,33
1014876,959792,2,33
1014876,1014877,2,65
1014877,959792,2,33
1014877,1014876,2,65
1062170,80036,2,222
1062170,1118688,2,96
1062170,1118689,2,96
1118688,80036,2,127
1118688,1062170,2,96
1118688,1118689,2,192
1118689,1062170,2,96
1118689,1118688,2,192
959790,1014873,2,14
959790,1014874,2,14
1014873,959790,2,14
1014873,1014874,2,27
1014874,959790,2,14
1014874,1014873,2,27
959796,1015448,2,271
959796,1014882,2,44
959796,1015449,2,44
1014882,959799,2,260
1014882,1014885,2,291
1014882,1015448,2,230
1014882,959796,2,44
1014882,1015449,2,88
1015449,959796,2,44
1015449,1014882,2,88
771675,824749,2,65
771675,1536335,2,65
771675,1308630,2,298
824749,771675,2,65
824749,1536335,2,130
824749,1252561,2,256
824749,1308631,2,278
824749,1308630,2,234
1536335,771675,2,65
1536335,824749,2,130
771543,80416,2,83
771543,824492,2,0
771543,959801,2,220
771543,1014887,2,173
771543,1015443,2,268
824492,80416,2,83
824492,771543,2,0
824492,959801,2,220
824492,1014887,2,173
824492,1015443,2,268
1497445,1497444,2,211
1497445,1559144,2,241
1497445,1559143,2,180
1497445,1559146,2,17
1497445,1559145,2,17
1559146,1497444,2,194
1559146,1559144,2,225
1559146,1559143,2,164
1559146,1497445,2,17
1559146,1559145,2,33
1559145,1497444,2,227
1559145,1559144,2,257
1559145,1559143,2,197
1559145,1497445,2,17
1559145,1559146,2,33
959801,80416,2,229
959801,771543,2,220
959801,824492,2,220
959801,1014887,2,48
959801,1015443,2,48
1014887,80416,2,187
1014887,771543,2,173
1014887,824492,2,173
1014887,959801,2,48
1014887,1015443,2,96
1015443,80416,2,272
1015443,771543,2,268
1015443,824492,2,268
1015443,959801,2,48
1015443,1014887,2,96
771677,771682,2,256
771677,824760,2,264
771677,1015439,2,248
771677,824752,2,38
771677,824753,2,38
824752,824755,2,281
824752,771682,2,291
824752,824760,2,300
824752,1015439,2,283
824752,771677,2,38
824752,824753,2,76
824753,771682,2,221
824753,824760,2,228
824753,1015439,2,215
824753,771677,2,38
824753,824752,2,76
1252559,1308627,2,35
1252559,1308626,2,35
1308627,1252559,2,35
1308627,1308626,2,70
1308626,1252559,2,35
1308626,1308627,2,70
959778,1014854,2,65
959778,1014855,2,65
959778,1014853,2,300
1014854,959778,2,65
1014854,1014855,2,129
1014854,959777,2,278
1014854,1014853,2,237
1014855,959778,2,65
1014855,1014854,2,129
1295836,1295835,2,252
1295836,1355065,2,248
1295836,1355066,2,256
1295836,1355067,2,20
1295836,1355068,2,20
1355067,1295835,2,271
1355067,1355065,2,266
1355067,1355066,2,275
1355067,1295836,2,20
1355067,1355068,2,39
1355068,1295835,2,233
1355068,1355065,2,229
1355068,1355066,2,237
1355068,1295836,2,20
1355068,1355067,2,39
959804,1014890,2,71
959804,1015447,2,71
959804,959803,2,297
959804,1015446,2,283
1014890,959804,2,71
1014890,1015447,2,142
1014890,959803,2,227
1014890,1014889,2,242
1014890,1015446,2,213
1015447,959804,2,71
1015447,1014890,2,142
1497439,1497441,2,247
1497439,1559138,2,205
1497439,1559137,2,289
1497439,1559135,2,17
1497439,1559134,2,17
1497439,1497440,2,106
1497439,1559136,2,106
1559135,1497441,2,260
1559135,1559138,2,218
1559135,1497439,2,17
1559135,1559134,2,33
1559135,1497440,2,121
1559135,1559136,2,121
1559134,1497441,2,234
1559134,1559138,2,192
1559134,1559137,2,276
1559134,1497439,2,17
1559134,1559135,2,33
1559134,1497440,2,92
1559134,1559136,2,92
1497440,1497441,2,142
1497440,1559138,2,102
1497440,1559137,2,184
1497440,1497439,2,106
1497440,1559135,2,121
1497440,1559134,2,92
1497440,1559136,2,0
1559136,1497441,2,142
1559136,1559138,2,102
1559136,1559137,2,184
1559136,1497439,2,106
1559136,1559135,2,121
1559136,1559134,2,92
1559136,1497440,2,0
1497464,1559181,2,37
1497464,1559180,2,37
1497464,1497463,2,273
1497464,1559179,2,229
1559181,1497464,2,37
1559181,1559180,2,73
1559181,1559179,2,264
1559180,1497464,2,37
1559180,1559181,2,73
1559180,1497463,2,239
1559180,1559179,2,195
1559180,1559178,2,287
959787,1014869,2,26
959787,1399695,2,26
959787,771552,2,214
959787,824509,2,202
1014869,959787,2,26
1014869,1399695,2,51
1014869,771552,2,239
1014869,824509,2,227
1399695,959787,2,26
1399695,1014869,2,51
1399695,771552,2,189
1399695,824509,2,177
771552,959787,2,214
771552,1014869,2,239
771552,1399695,2,189
771552,824509,2,27
824509,959787,2,202
824509,1014869,2,227
824509,1399695,2,177
824509,771552,2,27
1497438,1559133,2,103
1497438,1559132,2,103
1559133,1497438,2,103
1559133,1559132,2,205
1559132,1497438,2,103
1559132,1559133,2,205
771679,824756,2,36
771679,824759,2,36
771679,771680,2,295
771679,824758,2,279
824756,771679,2,36
824756,824759,2,72
824756,771680,2,261
824756,824757,2,278
824756,824758,2,245
824759,771679,2,36
824759,824756,2,72
1497448,1497447,2,216
1497448,1559149,2,216
1497448,1559151,2,36
1497448,1559150,2,36
1497448,1749252,2,70
1559151,1497447,2,181
1559151,1559149,2,181
1559151,1497448,2,36
1559151,1559150,2,71
1559151,1749252,2,40
1559150,1497447,2,251
1559150,1559149,2,251
1559150,1497448,2,36
1559150,1559151,2,71
1559150,1749252,2,103
1749252,1497447,2,160
1749252,1559149,2,160
1749252,1497448,2,70
1749252,1559151,2,40
1749252,1559150,2,103
959793,1014878,2,48
959793,1399696,2,48
959793,1339239,2,159
959793,1399694,2,159
1014878,959793,2,48
1014878,1399696,2,96
1014878,1339239,2,204
1014878,1399694,2,204
1399696,959793,2,48
1399696,1014878,2,96
1399696,1339239,2,116
1399696,1399694,2,116
771674,824746,2,36
771674,824747,2,36
824746,771674,2,36
824746,824747,2,71
824747,771674,2,36
824747,824746,2,71
771680,771679,2,295
771680,824756,2,261
771680,824757,2,27
771680,824758,2,27
824757,824756,2,278
824757,771680,2,27
824757,824758,2,53
824758,771679,2,279
824758,824756,2,245
824758,771680,2,27
824758,824757,2,53
1497436,1497437,2,295
1497436,1559131,2,299
1497436,1559130,2,291
1497436,1497435,2,138
1497436,1559127,2,138
1497436,1559129,2,57
1497436,1559128,2,57
1559129,1497437,2,242
1559129,1559131,2,246
1559129,1559130,2,239
1559129,1497435,2,183
1559129,1559127,2,183
1559129,1497436,2,57
1559129,1559128,2,113
1559128,1497435,2,105
1559128,1559127,2,105
1559128,1497436,2,57
1559128,1559129,2,113
959789,1014871,2,93
959789,1014872,2,70
959789,1536334,2,101
1014871,1295834,2,298
1014871,1355063,2,290
1014871,959789,2,93
1014871,1014872,2,129
1014871,1536334,2,181
1014872,959789,2,70
1014872,1014871,2,129
1014872,1536334,2,146
1536334,959789,2,101
1536334,1014871,2,181
1536334,1014872,2,146
1497463,1497464,2,273
1497463,1559180,2,239
1497463,1559179,2,52
1497463,1559178,2,52
1559179,1497464,2,229
1559179,1559181,2,264
1559179,1559180,2,195
1559179,1497463,2,52
1559179,1559178,2,104
1559178,1559180,2,287
1559178,1497463,2,52
1559178,1559179,2,104
959794,1014879,2,13
959794,1014880,2,13
1014879,959794,2,13
1014879,1014880,2,25
1014880,959794,2,13
1014880,1014879,2,25
1252560,1308629,2,17
1252560,1308628,2,17
1308629,1252560,2,17
1308629,1308628,2,33
1308628,1252560,2,17
1308628,1308629,2,33
1339239,959793,2,159
1339239,1014878,2,204
1339239,1399696,2,116
1339239,1399694,2,0
1399694,959793,2,159
1399694,1014878,2,204
1399694,1399696,2,116
1399694,1339239,2,0
1389786,1450517,2,7
1389786,1450518,2,7
1450517,1389786,2,7
1450517,1450518,2,14
1450518,1389786,2,7
1450518,1450517,2,14
1497451,1559157,2,32
1497451,1559156,2,32
1559157,1497451,2,32
1559157,1559156,2,64
1559156,1497451,2,32
1559156,1559157,2,64
959803,1015445,2,294
959803,959804,2,297
959803,1014890,2,227
959803,1014889,2,17
959803,1015446,2,17
1014889,1015445,2,280
1014889,1014890,2,242
1014889,959803,2,17
1014889,1015446,2,34
1015446,959804,2,283
1015446,1014890,2,213
1015446,959803,2,17
1015446,1014889,2,34
959777,1014854,2,278
959777,1014852,2,44
959777,1014853,2,44
1014852,959777,2,44
1014852,1014853,2,88
1014853,959778,2,300
1014853,1014854,2,237
1014853,959777,2,44
1014853,1014852,2,88
771673,824744,2,46
771673,824745,2,46
824744,771673,2,46
824744,824745,2,92
824745,771673,2,46
824745,824744,2,92
1252561,824749,2,256
1252561,1308631,2,23
1252561,1308630,2,23
1308631,824749,2,278
1308631,1252561,2,23
1308631,1308630,2,46
1308630,771675,2,298
1308630,824749,2,234
1308630,1252561,2,23
1308630,1308631,2,46
1389782,1450509,2,37
1389782,1450510,2,37
1450509,1389782,2,37
1450509,1450510,2,74
1450510,1389782,2,37
1450510,1450509,2,74
1497453,1559161,2,21
1497453,1559160,2,21
1559161,1497453,2,21
1559161,1559160,2,41
1559160,1497453,2,21
1559160,1559161,2,41
1497454,1559163,2,24
1497454,1559162,2,24
1559163,1497454,2,24
1559163,1559162,2,47
1559162,1497454,2,24
1559162,1559163,2,47
1389785,1450515,2,16
1389785,1450516,2,16
1450515,1389785,2,16
1450515,1450516,2,32
1450516,1389785,2,16
1450516,1450515,2,32
1647823,1717609,2,0
1647823,1717610,2,91
1717609,1647823,2,0
1717609,1717610,2,91
1717610,1647823,2,91
1717610,1717609,2,91
1062315,1062316,2,184
1062315,1118871,2,183
1062315,1118870,2,185
1062315,1118869,2,23
1062315,1118868,2,23
1118869,1062316,2,194
1118869,1118871,2,193
1118869,1118870,2,195
1118869,1062315,2,23
1118869,1118868,2,46
1118868,1062316,2,176
1118868,1118871,2,176
1118868,1118870,2,177
1118868,1062315,2,23
1118868,1118869,2,46
654028,703696,2,5
654028,703697,2,5
703696,654028,2,5
703696,703697,2,9
703697,654028,2,5
703697,703696,2,9
771672,824742,2,15
771672,824743,2,15
824742,771672,2,15
824742,824743,2,29
824743,771672,2,15
824743,824742,2,29
836341,889043,2,19
836341,889044,2,19
889043,836341,2,19
889043,889044,2,37
889044,836341,2,19
889044,889043,2,37
771539,824488,2,0
771539,771542,2,194
771539,824491,2,194
824488,771539,2,0
824488,771542,2,194
824488,824491,2,194
771540,77701,2,61
771540,824489,2,0
771540,771541,2,176
771540,824490,2,176
824489,77701,2,61
824489,771540,2,0
824489,771541,2,176
824489,824490,2,176
771541,77701,2,162
771541,771540,2,176
771541,824489,2,176
771541,824490,2,0
824490,77701,2,162
824490,771540,2,176
824490,824489,2,176
824490,771541,2,0
771538,824486,2,23
771538,824487,2,23
771538,771542,2,143
771538,824491,2,143
824486,771538,2,23
824486,824487,2,46
824486,771542,2,141
824486,824491,2,141
824487,771538,2,23
824487,824486,2,46
824487,771542,2,149
824487,824491,2,149
771537,824484,2,46
771537,824485,2,46
824484,771537,2,46
824484,824485,2,91
824485,771537,2,46
824485,824484,2,91
771542,771539,2,194
771542,824488,2,194
771542,771538,2,143
771542,824486,2,141
771542,824487,2,149
771542,824491,2,0
824491,771539,2,194
824491,824488,2,194
824491,771538,2,143
824491,824486,2,141
824491,824487,2,149
824491,771542,2,0
621192,669547,2,6
621192,669548,2,6
669547,621192,2,6
669547,669548,2,12
669548,621192,2,6
669548,669547,2,12
1428629,1491155,2,17
1428629,1491156,2,17
1491155,1428629,2,17
1491155,1491156,2,34
1491156,1428629,2,17
1491156,1491155,2,34
1075088,1131711,2,4
1075088,1131712,2,4
1131711,1075088,2,4
1131711,1131712,2,8
1131712,1075088,2,4
1131712,1131711,2,8
1062169,1015440,2,85
1062169,1015441,2,85
1015440,1062169,2,85
1015440,1015441,2,169
1015441,1062169,2,85
1015441,1015440,2,169
1497432,1559122,2,5
1497432,1559121,2,5
1559122,1497432,2,5
1559122,1559121,2,9
1559121,1497432,2,5
1559121,1559122,2,9
1062319,1118877,2,3
1062319,1118876,2,3
1118877,1062319,2,3
1118877,1118876,2,5
1118876,1062319,2,3
1118876,1118877,2,5
1062321,1118883,2,2
1062321,1118882,2,2
1062321,1062320,2,228
1062321,1118881,2,227
1062321,1118878,2,228
1062321,1062322,2,253
1062321,1118885,2,221
1062321,1118884,2,285
1118883,1062321,2,2
1118883,1118882,2,3
1118883,1062320,2,228
1118883,1118881,2,227
1118883,1118878,2,228
1118883,1062322,2,253
1118883,1118885,2,220
1118883,1118884,2,285
1118882,1062321,2,2
1118882,1118883,2,3
1118882,1062320,2,228
1118882,1118881,2,227
1118882,1118878,2,228
1118882,1062322,2,254
1118882,1118885,2,222
1118882,1118884,2,286
1062320,1062321,2,228
1062320,1118883,2,228
1062320,1118882,2,228
1062320,1118881,2,3
1062320,1118878,2,3
1118881,1062321,2,227
1118881,1118883,2,227
1118881,1118882,2,227
1118881,1062320,2,3
1118881,1118878,2,6
1118878,1062321,2,228
1118878,1118883,2,228
1118878,1118882,2,228
1118878,1062320,2,3
1118878,1118881,2,6
1131598,1118880,2,38
1131598,1118879,2,38
1118880,1131598,2,38
1118880,1118879,2,75
1118879,1131598,2,38
1118879,1118880,2,75
1062322,1062321,2,253
1062322,1118883,2,253
1062322,1118882,2,254
1062322,1118885,2,33
1062322,1118884,2,33
1118885,1062321,2,221
1118885,1118883,2,220
1118885,1118882,2,222
1118885,1062322,2,33
1118885,1118884,2,65
1118884,1062321,2,285
1118884,1118883,2,285
1118884,1118882,2,286
1118884,1062322,2,33
1118884,1118885,2,65
621201,669560,2,37
621201,669561,2,37
669560,621201,2,37
669560,669561,2,74
669561,621201,2,37
669561,669560,2,74
1428626,1491149,2,6
1428626,1491150,2,6
1491149,1428626,2,6
1491149,1491150,2,11
1491150,1428626,2,6
1491150,1491149,2,11
959882,1015033,2,0
1015033,959882,2,0
959883,1015034,2,2
959883,1015035,2,2
1015034,959883,2,2
1015034,1015035,2,4
1015035,959883,2,2
1015035,1015034,2,4
959887,1015040,2,8
959887,1015041,2,8
1015040,959887,2,8
1015040,1015041,2,15
1015041,959887,2,8
1015041,1015040,2,15
959742,1014789,2,13
959742,1014790,2,13
959742,959740,2,248
959742,1014786,2,248
959742,1014787,2,247
1014789,959742,2,13
1014789,1014790,2,26
1014789,959740,2,260
1014789,1014786,2,261
1014789,1014787,2,260
1014790,959742,2,13
1014790,1014789,2,26
1014790,959740,2,235
1014790,1014786,2,235
1014790,1014787,2,234
959746,1014796,2,53
959746,1014797,2,53
959746,959745,2,266
959746,1014795,2,266
1014796,959746,2,53
1014796,1014797,2,106
1014797,959746,2,53
1014797,1014796,2,106
1014797,959745,2,219
1014797,1014795,2,219
959745,959746,2,266
959745,1014797,2,219
959745,1014795,2,0
1014795,959746,2,266
1014795,1014797,2,219
1014795,959745,2,0
959747,1014798,2,2
959747,1014799,2,2
959747,959748,2,283
959747,1014800,2,281
959747,1014801,2,284
1014798,959747,2,2
1014798,1014799,2,4
1014798,959748,2,284
1014798,1014800,2,282
1014798,1014801,2,286
1014799,959747,2,2
1014799,1014798,2,4
1014799,959748,2,281
1014799,1014800,2,279
1014799,1014801,2,283
959748,959747,2,283
959748,1014798,2,284
959748,1014799,2,281
959748,1014800,2,3
959748,1014801,2,3
1014800,959747,2,281
1014800,1014798,2,282
1014800,1014799,2,279
1014800,959748,2,3
1014800,1014801,2,6
1014801,959747,2,284
1014801,1014798,2,286
1014801,1014799,2,283
1014801,959748,2,3
1014801,1014800,2,6
1389804,1450553,2,15
1389804,1450554,2,15
1450553,1389804,2,15
1450553,1450554,2,30
1450554,1389804,2,15
1450554,1450553,2,30
1389802,1450549,2,14
1389802,1450550,2,14
1450549,1389802,2,14
1450549,1450550,2,28
1450550,1389802,2,14
1450550,1450549,2,28
1389803,1450551,2,7
1389803,1450552,2,7
1450551,1389803,2,7
1450551,1450552,2,13
1450552,1389803,2,7
1450552,1450551,2,13
654023,703686,2,50
654023,703687,2,50
703686,654023,2,50
703686,703687,2,100
703687,654023,2,50
703687,703686,2,100
654022,703684,2,25
654022,703685,2,25
703684,654022,2,25
703684,703685,2,50
703685,654022,2,25
703685,703684,2,50
654021,703682,2,73
654021,703683,2,73
703682,654021,2,73
703682,703683,2,146
703683,654021,2,73
703683,703682,2,146
621184,669534,2,26
