stop_id,stop_code,stop_name,stop_lat,stop_lon,stop_url,location_type,parent_station
1586250,11758,Alwernia Garncarska,50.06989,19.542409,http://kolejemalopolskie.kiedyprzyjedzie.pl/11758,1,
1657838,3542,Alwernia Garncarska,50.069838,19.542352,http://kolejemalopolskie.kiedyprzyjedzie.pl/3542,0,1586250
1657839,3543,Alwernia Garncarska,50.069942,19.542465,http://kolejemalopolskie.kiedyprzyjedzie.pl/3543,0,1586250
1586251,11762,Alwernia Osiedle,50.059663,19.538094,http://kolejemalopolskie.kiedyprzyjedzie.pl/11762,1,
1657840,3544,Alwernia Osiedle,50.06039,19.539976,http://kolejemalopolskie.kiedyprzyjedzie.pl/3544,0,1586251
1657841,3545,Alwernia Osiedle,50.059694,19.537956,http://kolejemalopolskie.kiedyprzyjedzie.pl/3545,0,1586251
1586252,11761,Alwernia Skłodowskiej,50.064374,19.543228,http://kolejemalopolskie.kiedyprzyjedzie.pl/11761,1,
1657842,3546,Alwernia Skłodowskiej,50.063965,19.543266,http://kolejemalopolskie.kiedyprzyjedzie.pl/3546,0,1586252
1657843,3547,Alwernia Skłodowskiej,50.064783,19.543189,http://kolejemalopolskie.kiedyprzyjedzie.pl/3547,0,1586252
1586253,11729,Alwernia Spalona,50.05869,19.526697,http://kolejemalopolskie.kiedyprzyjedzie.pl/11729,1,
1657844,3548,Alwernia Spalona,50.058708,19.527522,http://kolejemalopolskie.kiedyprzyjedzie.pl/3548,0,1586253
1657845,3549,Alwernia Spalona,50.058672,19.525872,http://kolejemalopolskie.kiedyprzyjedzie.pl/3549,0,1586253
1586254,11728,Alwernia Zakłady Chemiczne,50.054831,19.523552,http://kolejemalopolskie.kiedyprzyjedzie.pl/11728,1,
1657846,3550,Alwernia Zakłady Chemiczne,50.054815,19.524088,http://kolejemalopolskie.kiedyprzyjedzie.pl/3550,0,1586254
1389894,11527,Andrychów Daszyńskiego,49.850414,19.344124,http://kolejemalopolskie.kiedyprzyjedzie.pl/11527,1,
1450714,3289,Andrychów Daszyńskiego,49.850414,19.344124,http://kolejemalopolskie.kiedyprzyjedzie.pl/3289,0,1389894
1389877,11506,Andrychów Dworzec Autobusowy,49.855656,19.350924,http://kolejemalopolskie.kiedyprzyjedzie.pl/11506,1,
1450689,3263,Andrychów Dworzec Autobusowy,49.855656,19.350924,http://kolejemalopolskie.kiedyprzyjedzie.pl/3263,0,1389877
1497418,11566,Andrychów Górnica,49.859888,19.322154,http://kolejemalopolskie.kiedyprzyjedzie.pl/11566,1,
1559097,3366,Andrychów Górnica,49.859223,19.323234,http://kolejemalopolskie.kiedyprzyjedzie.pl/3366,0,1497418
1559096,3367,Andrychów Górnica,49.860553,19.321074,http://kolejemalopolskie.kiedyprzyjedzie.pl/3367,0,1497418
1535417,11711,Andrychów Osiedle WSW,49.855766,19.335297,http://kolejemalopolskie.kiedyprzyjedzie.pl/11711,1,
1606208,5214,Andrychów Osiedle WSW,49.855766,19.335297,http://kolejemalopolskie.kiedyprzyjedzie.pl/5214,0,1535417
1606209,5215,Andrychów Osiedle WSW,49.856104,19.333246,http://kolejemalopolskie.kiedyprzyjedzie.pl/5215,0,1535417
1389879,11508,Andrychów Przedmieście,49.8626355,19.3390175,http://kolejemalopolskie.kiedyprzyjedzie.pl/11508,1,
1450691,3266,Andrychów Przedmieście,49.862314,19.338891,http://kolejemalopolskie.kiedyprzyjedzie.pl/3266,0,1389879
1450692,3267,Andrychów Przedmieście,49.862957,19.339144,http://kolejemalopolskie.kiedyprzyjedzie.pl/3267,0,1389879
1389893,11526,Andrychów ul. 1 Maja,49.853083,19.338739,http://kolejemalopolskie.kiedyprzyjedzie.pl/11526,1,
1450712,3287,Andrychów ul. 1 Maja,49.853083,19.338739,http://kolejemalopolskie.kiedyprzyjedzie.pl/3287,0,1389893
1389878,11507,Andrychów ul. Batorego,49.855803,19.338101,http://kolejemalopolskie.kiedyprzyjedzie.pl/11507,1,
1450690,3264,Andrychów ul. Batorego,49.855803,19.338101,http://kolejemalopolskie.kiedyprzyjedzie.pl/3264,0,1389878
1389882,11509,Andrychów ul. Krakowska,49.854957,19.34219,http://kolejemalopolskie.kiedyprzyjedzie.pl/11509,1,
1450694,3269,Andrychów ul. Krakowska,49.854957,19.34219,http://kolejemalopolskie.kiedyprzyjedzie.pl/3269,0,1389882
654084,10142,Baczków,50.039314,20.444075,http://kolejemalopolskie.kiedyprzyjedzie.pl/10142,1,
703791,454,Baczków,50.039115,20.443965,http://kolejemalopolskie.kiedyprzyjedzie.pl/454,0,654084
703792,455,Baczków,50.039513,20.444185,http://kolejemalopolskie.kiedyprzyjedzie.pl/455,0,654084
654078,10140,Baczków Leśniczówka,50.022163,20.4380615,http://kolejemalopolskie.kiedyprzyjedzie.pl/10140,1,
703779,442,Baczków Leśniczówka,50.022019,20.437905,http://kolejemalopolskie.kiedyprzyjedzie.pl/442,0,654078
703780,443,Baczków Leśniczówka,50.022307,20.438218,http://kolejemalopolskie.kiedyprzyjedzie.pl/443,0,654078
654082,10141,Baczków Szkoła,50.032628,20.441513,http://kolejemalopolskie.kiedyprzyjedzie.pl/10141,1,
703787,450,Baczków Szkoła,50.032205,20.441466,http://kolejemalopolskie.kiedyprzyjedzie.pl/450,0,654082
703788,451,Baczków Szkoła,50.033051,20.44156,http://kolejemalopolskie.kiedyprzyjedzie.pl/451,0,654082
771579,10355,Barbarka,50.258219,19.8988315,http://kolejemalopolskie.kiedyprzyjedzie.pl/10355,1,
824562,692,Barbarka,50.258241,19.898941,http://kolejemalopolskie.kiedyprzyjedzie.pl/692,0,771579
824563,776,Barbarka,50.258197,19.898722,http://kolejemalopolskie.kiedyprzyjedzie.pl/776,0,771579
771578,10356,Barbarka Poręba Laskowska,50.2536375,19.9056685,http://kolejemalopolskie.kiedyprzyjedzie.pl/10356,1,
824560,691,Barbarka Poręba Laskowska,50.253654,19.905767,http://kolejemalopolskie.kiedyprzyjedzie.pl/691,0,771578
824561,777,Barbarka Poręba Laskowska,50.253621,19.90557,http://kolejemalopolskie.kiedyprzyjedzie.pl/777,0,771578
959952,10871,Bartkowa,49.756288,20.748535,http://kolejemalopolskie.kiedyprzyjedzie.pl/10871,1,
1015161,2425,Bartkowa,49.756128,20.747893,http://kolejemalopolskie.kiedyprzyjedzie.pl/2425,0,959952
1015162,2426,Bartkowa,49.756448,20.749177,http://kolejemalopolskie.kiedyprzyjedzie.pl/2426,0,959952
959953,10872,Bartkowa Posadowa,49.7575965,20.755869,http://kolejemalopolskie.kiedyprzyjedzie.pl/10872,1,
1015163,2427,Bartkowa Posadowa,49.757692,20.753972,http://kolejemalopolskie.kiedyprzyjedzie.pl/2427,0,959953
1015164,2428,Bartkowa Posadowa,49.757501,20.757766,http://kolejemalopolskie.kiedyprzyjedzie.pl/2428,0,959953
959956,10874,Bartkowa Posadowa Góra,49.767832,20.780184,http://kolejemalopolskie.kiedyprzyjedzie.pl/10874,1,
1015169,2433,Bartkowa Posadowa Góra,49.76796,20.779958,http://kolejemalopolskie.kiedyprzyjedzie.pl/2433,0,959956
1015170,2434,Bartkowa Posadowa Góra,49.767704,20.78041,http://kolejemalopolskie.kiedyprzyjedzie.pl/2434,0,959956
1497426,11573,Barwałd Dolny,49.865806,19.574905,http://kolejemalopolskie.kiedyprzyjedzie.pl/11573,1,
1559110,3379,Barwałd Dolny,49.865705,19.575645,http://kolejemalopolskie.kiedyprzyjedzie.pl/3379,0,1497426
1559109,3380,Barwałd Dolny,49.865907,19.574165,http://kolejemalopolskie.kiedyprzyjedzie.pl/3380,0,1497426
1497428,11575,Barwałd Górny,49.8642755,19.6175825,http://kolejemalopolskie.kiedyprzyjedzie.pl/11575,1,
1559114,3383,Barwałd Górny,49.864204,19.618043,http://kolejemalopolskie.kiedyprzyjedzie.pl/3383,0,1497428
1559113,3384,Barwałd Górny,49.864347,19.617122,http://kolejemalopolskie.kiedyprzyjedzie.pl/3384,0,1497428
1497427,11574,Barwałd Średni,49.8653215,19.5965875,http://kolejemalopolskie.kiedyprzyjedzie.pl/11574,1,
1559112,3381,Barwałd Średni,49.865123,19.597767,http://kolejemalopolskie.kiedyprzyjedzie.pl/3381,0,1497427
1559111,3382,Barwałd Średni,49.86552,19.595408,http://kolejemalopolskie.kiedyprzyjedzie.pl/3382,0,1497427
654068,10201,Biadoliny Szlacheckie,50.003387,20.734926,http://kolejemalopolskie.kiedyprzyjedzie.pl/10201,1,
703763,426,Biadoliny Szlacheckie,50.003387,20.734926,http://kolejemalopolskie.kiedyprzyjedzie.pl/426,0,654068
1428592,11533,Białka Tatrzańska Burkat,49.394574,20.105344,http://kolejemalopolskie.kiedyprzyjedzie.pl/11533,1,
1491086,3304,Białka Tatrzańska Burkat,49.394223,20.105129,http://kolejemalopolskie.kiedyprzyjedzie.pl/3304,0,1428592
1491087,3305,Białka Tatrzańska Burkat,49.394925,20.105559,http://kolejemalopolskie.kiedyprzyjedzie.pl/3305,0,1428592
1428591,11532,Białka Tatrzańska Dolna,49.4013885,20.104926,http://kolejemalopolskie.kiedyprzyjedzie.pl/11532,1,
1491084,3302,Białka Tatrzańska Dolna,49.401181,20.105082,http://kolejemalopolskie.kiedyprzyjedzie.pl/3302,0,1428591
1491085,3303,Białka Tatrzańska Dolna,49.401596,20.10477,http://kolejemalopolskie.kiedyprzyjedzie.pl/3303,0,1428591
1428590,11531,Białka Tatrzańska Grapa,49.4100835,20.099946,http://kolejemalopolskie.kiedyprzyjedzie.pl/11531,1,
1491082,3300,Białka Tatrzańska Grapa,49.409786,20.10006,http://kolejemalopolskie.kiedyprzyjedzie.pl/3300,0,1428590
1491083,3301,Białka Tatrzańska Grapa,49.410381,20.099832,http://kolejemalopolskie.kiedyprzyjedzie.pl/3301,0,1428590
1428596,11537,Białka Tatrzańska Kaniówka,49.369926,20.113576,http://kolejemalopolskie.kiedyprzyjedzie.pl/11537,1,
1491094,3312,Białka Tatrzańska Kaniówka,49.370787,20.113256,http://kolejemalopolskie.kiedyprzyjedzie.pl/3312,0,1428596
1491095,3313,Białka Tatrzańska Kaniówka,49.369065,20.113896,http://kolejemalopolskie.kiedyprzyjedzie.pl/3313,0,1428596
1428595,11536,Białka Tatrzańska Korkoszówka,49.377139,20.112307,http://kolejemalopolskie.kiedyprzyjedzie.pl/11536,1,
1491092,3310,Białka Tatrzańska Korkoszówka,49.376695,20.112431,http://kolejemalopolskie.kiedyprzyjedzie.pl/3310,0,1428595
1491093,3311,Białka Tatrzańska Korkoszówka,49.377583,20.112183,http://kolejemalopolskie.kiedyprzyjedzie.pl/3311,0,1428595
1428594,11535,Białka Tatrzańska Środkowa,49.3840905,20.107292,http://kolejemalopolskie.kiedyprzyjedzie.pl/11535,1,
1491090,3308,Białka Tatrzańska Środkowa,49.383754,20.107374,http://kolejemalopolskie.kiedyprzyjedzie.pl/3308,0,1428594
1491091,3309,Białka Tatrzańska Środkowa,49.384427,20.10721,http://kolejemalopolskie.kiedyprzyjedzie.pl/3309,0,1428594
1428593,11534,Białka Tatrzańska Szkoła,49.389275,20.105081,http://kolejemalopolskie.kiedyprzyjedzie.pl/11534,1,
1491088,3306,Białka Tatrzańska Szkoła,49.389006,20.105084,http://kolejemalopolskie.kiedyprzyjedzie.pl/3306,0,1428593
1491089,3307,Białka Tatrzańska Szkoła,49.389544,20.105078,http://kolejemalopolskie.kiedyprzyjedzie.pl/3307,0,1428593
959894,10502,Bieńkowice,50.099342,20.495488,http://kolejemalopolskie.kiedyprzyjedzie.pl/10502,1,
1015054,2318,Bieńkowice,50.099278,20.495127,http://kolejemalopolskie.kiedyprzyjedzie.pl/2318,0,959894
1015055,2319,Bieńkowice,50.099406,20.495849,http://kolejemalopolskie.kiedyprzyjedzie.pl/2319,0,959894
1497431,11578,Biertowice Skrzyżowanie,49.8777875,19.7942865,http://kolejemalopolskie.kiedyprzyjedzie.pl/11578,1,
1559120,3389,Biertowice Skrzyżowanie,49.877509,19.793472,http://kolejemalopolskie.kiedyprzyjedzie.pl/3389,0,1497431
1559119,3390,Biertowice Skrzyżowanie,49.878066,19.795101,http://kolejemalopolskie.kiedyprzyjedzie.pl/3390,0,1497431
959966,10880,Bieśnik,49.8218485,20.801922,http://kolejemalopolskie.kiedyprzyjedzie.pl/10880,1,
1015188,2452,Bieśnik,49.821168,20.800701,http://kolejemalopolskie.kiedyprzyjedzie.pl/2452,0,959966
1015189,2453,Bieśnik,49.822529,20.803143,http://kolejemalopolskie.kiedyprzyjedzie.pl/2453,0,959966
959969,10881,Bieśnik Granica,49.83425,20.8116935,http://kolejemalopolskie.kiedyprzyjedzie.pl/10881,1,
1015193,2456,Bieśnik Granica,49.833784,20.811671,http://kolejemalopolskie.kiedyprzyjedzie.pl/2456,0,959969
1015194,2457,Bieśnik Granica,49.834716,20.811716,http://kolejemalopolskie.kiedyprzyjedzie.pl/2457,0,959969
959835,11052,Biskupice II,49.958821,20.124452,http://kolejemalopolskie.kiedyprzyjedzie.pl/11052,1,
1014944,2207,Biskupice II,49.958821,20.124452,http://kolejemalopolskie.kiedyprzyjedzie.pl/2207,0,959835
959833,10538,Biskupice III,49.9725925,20.1217095,http://kolejemalopolskie.kiedyprzyjedzie.pl/10538,1,
1014940,2203,Biskupice III,49.972605,20.121509,http://kolejemalopolskie.kiedyprzyjedzie.pl/2203,0,959833
1014941,2205,Biskupice III,49.97258,20.12191,http://kolejemalopolskie.kiedyprzyjedzie.pl/2205,0,959833
959831,11051,Biskupice OSP,49.964708,20.120733,http://kolejemalopolskie.kiedyprzyjedzie.pl/11051,1,
1014936,2200,Biskupice OSP,49.96482,20.120664,http://kolejemalopolskie.kiedyprzyjedzie.pl/2200,0,959831
1014937,2202,Biskupice OSP,49.964596,20.120802,http://kolejemalopolskie.kiedyprzyjedzie.pl/2202,0,959831
1062297,10997,Biskupice Rymarówka,49.972576,20.1232665,http://kolejemalopolskie.kiedyprzyjedzie.pl/10997,1,
1118834,6030,Biskupice Rymarówka,49.97267,20.122655,http://kolejemalopolskie.kiedyprzyjedzie.pl/6030,0,1062297
1118833,6031,Biskupice Rymarówka,49.972482,20.123878,http://kolejemalopolskie.kiedyprzyjedzie.pl/6031,0,1062297
1252420,11129,Błonie - Granica,49.94843,20.90263,http://kolejemalopolskie.kiedyprzyjedzie.pl/11129,1,
1308400,5001,Błonie - Granica,49.94843,20.90267,http://kolejemalopolskie.kiedyprzyjedzie.pl/5001,0,1252420
1308401,5002,Błonie - Granica,49.94843,20.90259,http://kolejemalopolskie.kiedyprzyjedzie.pl/5002,0,1252420
1252421,11130,Błonie - Las,49.961795,20.90314,http://kolejemalopolskie.kiedyprzyjedzie.pl/11130,1,
1308402,5003,Błonie - Las,49.96175,20.90311,http://kolejemalopolskie.kiedyprzyjedzie.pl/5003,0,1252421
1308403,5004,Błonie - Las,49.96184,20.90317,http://kolejemalopolskie.kiedyprzyjedzie.pl/5004,0,1252421
1252422,11131,Błonie - Naftobudowa,49.966025,20.89988,http://kolejemalopolskie.kiedyprzyjedzie.pl/11131,1,
1308404,5005,Błonie - Naftobudowa,49.96598,20.89984,http://kolejemalopolskie.kiedyprzyjedzie.pl/5005,0,1252422
1308405,5006,Błonie - Naftobudowa,49.96607,20.89992,http://kolejemalopolskie.kiedyprzyjedzie.pl/5006,0,1252422
1252423,11132,Błonie - Szkoła,49.95621,20.901435,http://kolejemalopolskie.kiedyprzyjedzie.pl/11132,1,
1308406,5007,Błonie - Szkoła,49.95635,20.90149,http://kolejemalopolskie.kiedyprzyjedzie.pl/5007,0,1252423
1308407,5008,Błonie - Szkoła,49.95607,20.90138,http://kolejemalopolskie.kiedyprzyjedzie.pl/5008,0,1252423
654051,10081,Bochnia Dworzec PKP,49.976916,20.431666,http://kolejemalopolskie.kiedyprzyjedzie.pl/10081,1,
703734,397,Bochnia Dworzec PKP,49.97688,20.431764,http://kolejemalopolskie.kiedyprzyjedzie.pl/397,0,654051
703735,399,Bochnia Dworzec PKP,49.976952,20.431568,http://kolejemalopolskie.kiedyprzyjedzie.pl/399,0,654051
654039,10085,Bochnia Góra,49.952864,20.4321375,http://kolejemalopolskie.kiedyprzyjedzie.pl/10085,1,
703715,378,Bochnia Góra,49.952336,20.432685,http://kolejemalopolskie.kiedyprzyjedzie.pl/378,0,654039
703716,379,Bochnia Góra,49.953392,20.43159,http://kolejemalopolskie.kiedyprzyjedzie.pl/379,0,654039
654037,10087,Bochnia Kurów,49.9448015,20.4398355,http://kolejemalopolskie.kiedyprzyjedzie.pl/10087,1,
703712,375,Bochnia Kurów,49.944445,20.440133,http://kolejemalopolskie.kiedyprzyjedzie.pl/375,0,654037
703713,376,Bochnia Kurów,49.945158,20.439538,http://kolejemalopolskie.kiedyprzyjedzie.pl/376,0,654037
688128,10128,Bochnia pl. Gen. Kazimierza Pułaskiego,49.970027,20.43257,http://kolejemalopolskie.kiedyprzyjedzie.pl/10128,1,
739562,4217,Bochnia pl. Gen. Kazimierza Pułaskiego,49.970102,20.43266,http://kolejemalopolskie.kiedyprzyjedzie.pl/4217,0,688128
739563,4218,Bochnia pl. Gen. Kazimierza Pułaskiego,49.969952,20.43248,http://kolejemalopolskie.kiedyprzyjedzie.pl/4218,0,688128
654038,10086,Bochnia Rydla,49.9509315,20.4339615,http://kolejemalopolskie.kiedyprzyjedzie.pl/10086,1,
703714,377,Bochnia Rydla,49.950533,20.434254,http://kolejemalopolskie.kiedyprzyjedzie.pl/377,0,654038
1211755,6072,Bochnia Rydla,49.95133,20.433669,http://kolejemalopolskie.kiedyprzyjedzie.pl/6072,0,654038
654043,10082,Bochnia ul. Kazimierza W. Poczta,49.9670065,20.426033,http://kolejemalopolskie.kiedyprzyjedzie.pl/10082,1,
703722,385,Bochnia ul. Kazimierza W. Poczta,49.966923,20.425569,http://kolejemalopolskie.kiedyprzyjedzie.pl/385,0,654043
703723,386,Bochnia ul. Kazimierza W. Poczta,49.96709,20.426497,http://kolejemalopolskie.kiedyprzyjedzie.pl/386,0,654043
654042,10083,Bochnia ul. Kazimierza W. Szkoła,49.9643135,20.4223965,http://kolejemalopolskie.kiedyprzyjedzie.pl/10083,1,
703720,383,Bochnia ul. Kazimierza W. Szkoła,49.963683,20.421758,http://kolejemalopolskie.kiedyprzyjedzie.pl/383,0,654042
703721,384,Bochnia ul. Kazimierza W. Szkoła,49.964944,20.423035,http://kolejemalopolskie.kiedyprzyjedzie.pl/384,0,654042
654050,10130,Bochnia ul. Konstytucji 3-go Maja,49.9761365,20.427474,http://kolejemalopolskie.kiedyprzyjedzie.pl/10130,1,
703732,395,Bochnia ul. Konstytucji 3-go Maja,49.97581,20.427483,http://kolejemalopolskie.kiedyprzyjedzie.pl/395,0,654050
703733,396,Bochnia ul. Konstytucji 3-go Maja,49.976463,20.427465,http://kolejemalopolskie.kiedyprzyjedzie.pl/396,0,654050
688139,10125,Bochnia ul. Poniatowskiego,49.976827,20.435439,http://kolejemalopolskie.kiedyprzyjedzie.pl/10125,1,
739581,4236,Bochnia ul. Poniatowskiego,49.976827,20.435439,http://kolejemalopolskie.kiedyprzyjedzie.pl/4236,0,688139
654058,10133,Bochnia ul. Proszowska,49.989836,20.4302085,http://kolejemalopolskie.kiedyprzyjedzie.pl/10133,1,
703746,409,Bochnia ul. Proszowska,49.9897,20.430164,http://kolejemalopolskie.kiedyprzyjedzie.pl/409,0,654058
703747,410,Bochnia ul. Proszowska,49.989972,20.430253,http://kolejemalopolskie.kiedyprzyjedzie.pl/410,0,654058
654061,10134,Bochnia ul. Proszowska (skrzyż. z ul. Hutniczą),49.992739,20.4307835,http://kolejemalopolskie.kiedyprzyjedzie.pl/10134,1,
703750,413,Bochnia ul. Proszowska (skrzyż. z ul. Hutniczą),49.992487,20.43071,http://kolejemalopolskie.kiedyprzyjedzie.pl/413,0,654061
703753,416,Bochnia ul. Proszowska (skrzyż. z ul. Hutniczą),49.992991,20.430857,http://kolejemalopolskie.kiedyprzyjedzie.pl/416,0,654061
654054,10131,Bochnia ul. Proszowska (skrzyż. z ul. Partyzantów),49.9804045,20.4283905,http://kolejemalopolskie.kiedyprzyjedzie.pl/10131,1,
703738,401,Bochnia ul. Proszowska (skrzyż. z ul. Partyzantów),49.980337,20.42835,http://kolejemalopolskie.kiedyprzyjedzie.pl/401,0,654054
703739,402,Bochnia ul. Proszowska (skrzyż. z ul. Partyzantów),49.980472,20.428431,http://kolejemalopolskie.kiedyprzyjedzie.pl/402,0,654054
654055,10132,Bochnia ul. Proszowska (skrzyż. z ul. Staszica),49.9850325,20.4292905,http://kolejemalopolskie.kiedyprzyjedzie.pl/10132,1,
703741,404,Bochnia ul. Proszowska (skrzyż. z ul. Staszica),49.984808,20.429287,http://kolejemalopolskie.kiedyprzyjedzie.pl/404,0,654055
703742,405,Bochnia ul. Proszowska (skrzyż. z ul. Staszica),49.985257,20.429294,http://kolejemalopolskie.kiedyprzyjedzie.pl/405,0,654055
654044,10129,Bochnia ul. Regis Planty,49.970771,20.428023,http://kolejemalopolskie.kiedyprzyjedzie.pl/10129,1,
703724,387,Bochnia ul. Regis Planty,49.970295,20.428417,http://kolejemalopolskie.kiedyprzyjedzie.pl/387,0,654044
703725,388,Bochnia ul. Regis Planty,49.971247,20.427629,http://kolejemalopolskie.kiedyprzyjedzie.pl/388,0,654044
654047,10126,Bochnia ul. Trudna,49.974961,20.437387,http://kolejemalopolskie.kiedyprzyjedzie.pl/10126,1,
703728,391,Bochnia ul. Trudna,49.974961,20.437387,http://kolejemalopolskie.kiedyprzyjedzie.pl/391,0,654047
654041,10084,Bochnia ul. Wiśnicka,49.961003,20.42338,http://kolejemalopolskie.kiedyprzyjedzie.pl/10084,1,
703718,381,Bochnia ul. Wiśnicka,49.960557,20.423897,http://kolejemalopolskie.kiedyprzyjedzie.pl/381,0,654041
703719,382,Bochnia ul. Wiśnicka,49.961449,20.422863,http://kolejemalopolskie.kiedyprzyjedzie.pl/382,0,654041
654040,10515,Bochnia ul. Wiśnicka Elektrownia,49.955189,20.431557,http://kolejemalopolskie.kiedyprzyjedzie.pl/10515,1,
703717,380,Bochnia ul. Wiśnicka Elektrownia,49.955189,20.431557,http://kolejemalopolskie.kiedyprzyjedzie.pl/380,0,654040
654071,10200,Bogumiłowice PKP,50.007222,20.869604,http://kolejemalopolskie.kiedyprzyjedzie.pl/10200,1,
703767,430,Bogumiłowice PKP,50.007222,20.869604,http://kolejemalopolskie.kiedyprzyjedzie.pl/430,0,654071
959962,10879,Borowa,49.8070255,20.797454,http://kolejemalopolskie.kiedyprzyjedzie.pl/10879,1,
1015180,2444,Borowa,49.808215,20.797347,http://kolejemalopolskie.kiedyprzyjedzie.pl/2444,0,959962
1015181,2445,Borowa,49.805836,20.797561,http://kolejemalopolskie.kiedyprzyjedzie.pl/2445,0,959962
1062282,10661,Borówna,49.890688,20.5250545,http://kolejemalopolskie.kiedyprzyjedzie.pl/10661,1,
1118808,4580,Borówna,49.890656,20.525137,http://kolejemalopolskie.kiedyprzyjedzie.pl/4580,0,1062282
1118809,4604,Borówna,49.89072,20.524972,http://kolejemalopolskie.kiedyprzyjedzie.pl/4604,0,1062282
1062281,11027,Borówna Kościół,49.8873845,20.521163,http://kolejemalopolskie.kiedyprzyjedzie.pl/11027,1,
1118806,4579,Borówna Kościół,49.887333,20.521304,http://kolejemalopolskie.kiedyprzyjedzie.pl/4579,0,1062281
1118807,4605,Borówna Kościół,49.887436,20.521022,http://kolejemalopolskie.kiedyprzyjedzie.pl/4605,0,1062281
1062280,10660,Borówna Skrzyżowanie,49.889543,20.505453,http://kolejemalopolskie.kiedyprzyjedzie.pl/10660,1,
1118804,4578,Borówna Skrzyżowanie,49.889513,20.505462,http://kolejemalopolskie.kiedyprzyjedzie.pl/4578,0,1062280
1118805,4606,Borówna Skrzyżowanie,49.889573,20.505444,http://kolejemalopolskie.kiedyprzyjedzie.pl/4606,0,1062280
654088,10183,Borzęcin 726,50.0547385,20.692802,http://kolejemalopolskie.kiedyprzyjedzie.pl/10183,1,
703799,462,Borzęcin 726,50.054696,20.693,http://kolejemalopolskie.kiedyprzyjedzie.pl/462,0,654088
703800,463,Borzęcin 726,50.054781,20.692604,http://kolejemalopolskie.kiedyprzyjedzie.pl/463,0,654088
654091,10184,Borzęcin Centrum,50.065101,20.7060915,http://kolejemalopolskie.kiedyprzyjedzie.pl/10184,1,
703806,469,Borzęcin Centrum,50.0651,20.706021,http://kolejemalopolskie.kiedyprzyjedzie.pl/469,0,654091
703807,470,Borzęcin Centrum,50.065102,20.706162,http://kolejemalopolskie.kiedyprzyjedzie.pl/470,0,654091
654097,10188,Borzęcin Ciernie,50.0865515,20.6974105,http://kolejemalopolskie.kiedyprzyjedzie.pl/10188,1,
703815,478,Borzęcin Ciernie,50.086529,20.697315,http://kolejemalopolskie.kiedyprzyjedzie.pl/478,0,654097
703827,490,Borzęcin Ciernie,50.086574,20.697506,http://kolejemalopolskie.kiedyprzyjedzie.pl/490,0,654097
654100,10189,Borzęcin Dolny,50.100447,20.697474,http://kolejemalopolskie.kiedyprzyjedzie.pl/10189,1,
703821,484,Borzęcin Dolny,50.100439,20.697177,http://kolejemalopolskie.kiedyprzyjedzie.pl/484,0,654100
703830,493,Borzęcin Dolny,50.100455,20.697771,http://kolejemalopolskie.kiedyprzyjedzie.pl/493,0,654100
654087,10182,Borzęcin Iglopol,50.0462325,20.6829485,http://kolejemalopolskie.kiedyprzyjedzie.pl/10182,1,
703798,461,Borzęcin Iglopol,50.04592,20.682797,http://kolejemalopolskie.kiedyprzyjedzie.pl/461,0,654087
703801,464,Borzęcin Iglopol,50.046545,20.6831,http://kolejemalopolskie.kiedyprzyjedzie.pl/464,0,654087
654094,10186,Borzęcin Młyn,50.075938,20.705798,http://kolejemalopolskie.kiedyprzyjedzie.pl/10186,1,
703811,474,Borzęcin Młyn,50.075989,20.705846,http://kolejemalopolskie.kiedyprzyjedzie.pl/474,0,654094
703816,479,Borzęcin Młyn,50.075887,20.70575,http://kolejemalopolskie.kiedyprzyjedzie.pl/479,0,654094
654095,10187,Borzęcin Młyn II,50.0819355,20.7051355,http://kolejemalopolskie.kiedyprzyjedzie.pl/10187,1,
703813,476,Borzęcin Młyn II,50.081937,20.705051,http://kolejemalopolskie.kiedyprzyjedzie.pl/476,0,654095
703822,485,Borzęcin Młyn II,50.081934,20.70522,http://kolejemalopolskie.kiedyprzyjedzie.pl/485,0,654095
654092,10185,Borzęcin Urząd Gminy,50.0674025,20.709979,http://kolejemalopolskie.kiedyprzyjedzie.pl/10185,1,
703808,471,Borzęcin Urząd Gminy,50.06733,20.709885,http://kolejemalopolskie.kiedyprzyjedzie.pl/471,0,654092
703809,472,Borzęcin Urząd Gminy,50.067475,20.710073,http://kolejemalopolskie.kiedyprzyjedzie.pl/472,0,654092
836329,10521,Borzęta,49.877277,19.987149,http://kolejemalopolskie.kiedyprzyjedzie.pl/10521,1,
889021,4433,Borzęta,49.876824,19.98741,http://kolejemalopolskie.kiedyprzyjedzie.pl/4433,0,836329
889022,4446,Borzęta,49.87773,19.986888,http://kolejemalopolskie.kiedyprzyjedzie.pl/4446,0,836329
836332,10524,Borzęta Cmentarz,49.86181,19.978855,http://kolejemalopolskie.kiedyprzyjedzie.pl/10524,1,
889027,4436,Borzęta Cmentarz,49.86181,19.978855,http://kolejemalopolskie.kiedyprzyjedzie.pl/4436,0,836332
836333,10525,Borzęta I,49.8570285,19.971429,http://kolejemalopolskie.kiedyprzyjedzie.pl/10525,1,
889028,4437,Borzęta I,49.856622,19.970717,http://kolejemalopolskie.kiedyprzyjedzie.pl/4437,0,836333
889029,4443,Borzęta I,49.857435,19.972141,http://kolejemalopolskie.kiedyprzyjedzie.pl/4443,0,836333
