service_id,date,exception_type
2023_2024_1522211,20241023,1
2023_2024_1522211,20241024,1
2023_2024_1522211,20241025,1
2023_2024_1522211,20241028,1
2023_2024_1522211,20241029,1
2023_2024_1522211,20241030,1
2023_2024_1522211,20241031,1
2023_2024_1522211,20241104,1
2023_2024_1522211,20241105,1
2023_2024_1522211,20241106,1
2023_2024_1522211,20241107,1
2023_2024_1522211,20241108,1
2023_2024_1513048,20240904,1
2023_2024_1513563,20241005,1
2023_2024_1522159,20241001,1
2023_2024_1522159,20241002,1
2023_2024_1522159,20241003,1
2023_2024_1522159,20241004,1
2023_2024_1522159,20241007,1
2023_2024_1522159,20241008,1
2023_2024_1522159,20241009,1
2023_2024_1522159,20241010,1
2023_2024_1522159,20241011,1
2023_2024_1522159,20241014,1
2023_2024_1522159,20241015,1
2023_2024_1522159,20241016,1
2023_2024_1522159,20241017,1
2023_2024_1522159,20241018,1
2023_2024_1522159,20241021,1
2023_2024_1522159,20241022,1
2023_2024_1522159,20241023,1
2023_2024_1522159,20241024,1
2023_2024_1522159,20241025,1
2023_2024_1522159,20241107,1
2023_2024_1522592,20241010,1
2023_2024_1522592,20241011,1
2023_2024_1529085,20240907,1
2023_2024_1529085,20240908,1
2023_2024_1529085,20240914,1
2023_2024_1529085,20240915,1
2023_2024_1522921,20240918,1
2023_2024_1522921,20240919,1
2023_2024_1522921,20240920,1
2023_2024_1522921,20240923,1
2023_2024_1522921,20240924,1
2023_2024_1522921,20240925,1
2023_2024_1530058,20241019,1
2023_2024_1530058,20241020,1
2023_2024_1530058,20241026,1
2023_2024_1530058,20241027,1
2023_2024_1530162,20241014,1
2023_2024_1530162,20241015,1
2023_2024_1530162,20241016,1
2023_2024_1530162,20241017,1
2023_2024_1530162,20241018,1
2023_2024_1530162,20241021,1
2023_2024_1530162,20241022,1
2023_2024_1530162,20241023,1
2023_2024_1530162,20241024,1
2023_2024_1530162,20241025,1
2023_2024_1512764,20240902,1
2023_2024_1512764,20240903,1
2023_2024_1512764,20240904,1
2023_2024_1512764,20240905,1
2023_2024_1512764,20240906,1
2023_2024_1512764,20240909,1
2023_2024_1512764,20240910,1
2023_2024_1512764,20240911,1
2023_2024_1512764,20240912,1
2023_2024_1512764,20240913,1
2023_2024_1512764,20240916,1
2023_2024_1512764,20240917,1
2023_2024_1512764,20240918,1
2023_2024_1512764,20240919,1
2023_2024_1512764,20240920,1
2023_2024_1512764,20240923,1
2023_2024_1512764,20240924,1
2023_2024_1512764,20240925,1
2023_2024_1512764,20240926,1
2023_2024_1512764,20240927,1
2023_2024_1512764,20240930,1
2023_2024_1512764,20241001,1
2023_2024_1512764,20241002,1
2023_2024_1512764,20241003,1
2023_2024_1512764,20241004,1
2023_2024_1512764,20241007,1
2023_2024_1512764,20241008,1
2023_2024_1512764,20241009,1
2023_2024_1512764,20241010,1
2023_2024_1512764,20241011,1
2023_2024_1512764,20241014,1
2023_2024_1512764,20241015,1
2023_2024_1512764,20241016,1
2023_2024_1512764,20241017,1
2023_2024_1512764,20241018,1
2023_2024_1512764,20241021,1
2023_2024_1512764,20241022,1
2023_2024_1512764,20241023,1
2023_2024_1512764,20241024,1
2023_2024_1512764,20241025,1
2023_2024_1512764,20241028,1
2023_2024_1512764,20241029,1
2023_2024_1512764,20241030,1
2023_2024_1512764,20241031,1
2023_2024_1512764,20241104,1
2023_2024_1512764,20241105,1
2023_2024_1512764,20241106,1
2023_2024_1512764,20241107,1
2023_2024_1512764,20241108,1
2023_2024_930683,20240831,1
2023_2024_1529867,20241019,1
2023_2024_1529867,20241020,1
2023_2024_1529867,20241026,1
2023_2024_1529867,20241027,1
2023_2024_1529867,20241101,1
2023_2024_1529867,20241102,1
2023_2024_1529867,20241103,1
2023_2024_1529867,20241109,1
2023_2024_1529014,20240928,1
2023_2024_1522328,20241010,1
2023_2024_1522328,20241011,1
2023_2024_1522274,20241004,1
2023_2024_1522274,20241007,1
2023_2024_1529588,20241005,1
2023_2024_1529588,20241006,1
2023_2024_1520966,20240916,1
2023_2024_1520966,20240917,1
2023_2024_1521025,20240906,1
2023_2024_1513562,20240901,1
2023_2024_1513562,20240907,1
2023_2024_1513562,20240914,1
2023_2024_1513562,20240915,1
2023_2024_1513562,20240921,1
2023_2024_1513562,20240922,1
2023_2024_1513562,20240928,1
2023_2024_1513562,20240929,1
2023_2024_1513562,20241006,1
2023_2024_1513562,20241012,1
2023_2024_1513562,20241013,1
2023_2024_1513562,20241019,1
2023_2024_1513562,20241020,1
2023_2024_1513562,20241026,1
2023_2024_1513562,20241027,1
2023_2024_931343,20240828,1
2023_2024_931343,20240829,1
2023_2024_931343,20240830,1
2023_2024_1530391,20240902,1
2023_2024_1520968,20240918,1
2023_2024_1520968,20240919,1
2023_2024_1520968,20240920,1
2023_2024_1520968,20240923,1
2023_2024_1520968,20240924,1
2023_2024_1520968,20240925,1
2023_2024_1521210,20240902,1
2023_2024_1521210,20240903,1
2023_2024_1521210,20240904,1
2023_2024_1521210,20240905,1
2023_2024_1513259,20241009,1
2023_2024_1521078,20240902,1
2023_2024_944883,20240827,1
2023_2024_944883,20240828,1
2023_2024_944883,20240829,1
2023_2024_944883,20240830,1
2023_2024_1521308,20240912,1
2023_2024_1521308,20240913,1
2023_2024_1521308,20240916,1
2023_2024_1521308,20240917,1
2023_2024_1521308,20240918,1
2023_2024_1521308,20240919,1
2023_2024_1521308,20240920,1
2023_2024_1521308,20240923,1
2023_2024_1521308,20240924,1
2023_2024_1521308,20240925,1
2023_2024_1521308,20240926,1
2023_2024_1521308,20240927,1
2023_2024_1521308,20240930,1
2023_2024_1522481,20241104,1
2023_2024_1522481,20241105,1
2023_2024_1522481,20241106,1
2023_2024_1522481,20241107,1
2023_2024_1522481,20241108,1
2023_2024_1529615,20240914,1
2023_2024_1529615,20240915,1
2023_2024_1513451,20240901,1
2023_2024_1513451,20240907,1
2023_2024_1513451,20240908,1
2023_2024_1513451,20240914,1
2023_2024_1513451,20240915,1
2023_2024_1513451,20240921,1
2023_2024_1513451,20240922,1
2023_2024_1513451,20240928,1
2023_2024_1513451,20240929,1
2023_2024_1513451,20241005,1
2023_2024_1513451,20241006,1
2023_2024_1513451,20241012,1
2023_2024_1513451,20241013,1
2023_2024_1513451,20241019,1
2023_2024_1513451,20241020,1
2023_2024_1513451,20241026,1
2023_2024_1513451,20241027,1
2023_2024_1513451,20241101,1
2023_2024_1513451,20241102,1
2023_2024_1513451,20241103,1
2023_2024_1513451,20241109,1
2023_2024_944711,20240831,1
2023_2024_1522833,20240902,1
2023_2024_1522833,20240903,1
2023_2024_1522833,20240904,1
2023_2024_1522833,20240905,1
2023_2024_1522833,20240906,1
2023_2024_1522833,20240909,1
2023_2024_1522833,20240910,1
2023_2024_1522833,20240911,1
2023_2024_1522833,20240912,1
2023_2024_1522833,20240913,1
2023_2024_1522351,20241028,1
2023_2024_945646,20240827,1
2023_2024_945646,20240828,1
2023_2024_945646,20240829,1
2023_2024_945646,20240830,1
2023_2024_930331,20240831,1
2023_2024_1513050,20240909,1
2023_2024_1513027,20240902,1
2023_2024_1513027,20240903,1
2023_2024_1513027,20240904,1
2023_2024_1513027,20240905,1
2023_2024_1513027,20240906,1
2023_2024_1513027,20240909,1
2023_2024_1513027,20240910,1
2023_2024_1513027,20240911,1
2023_2024_1513027,20240912,1
2023_2024_1513027,20240913,1
2023_2024_1513027,20240916,1
2023_2024_1513027,20240917,1
2023_2024_1513027,20240918,1
2023_2024_1513027,20240919,1
2023_2024_1513027,20240920,1
2023_2024_1513027,20240923,1
2023_2024_1513027,20240924,1
2023_2024_1513027,20240925,1
2023_2024_1513027,20240926,1
2023_2024_1513027,20240927,1
2023_2024_1513027,20240930,1
2023_2024_1513027,20241001,1
2023_2024_1513027,20241002,1
2023_2024_1513027,20241003,1
2023_2024_1513027,20241004,1
2023_2024_1513027,20241007,1
2023_2024_1513027,20241008,1
2023_2024_1513027,20241009,1
2023_2024_1513027,20241010,1
2023_2024_1513027,20241011,1
2023_2024_1513027,20241014,1
2023_2024_1513027,20241015,1
2023_2024_1513027,20241016,1
2023_2024_1513027,20241017,1
2023_2024_1513027,20241018,1
2023_2024_1513027,20241021,1
2023_2024_1513027,20241022,1
2023_2024_1513027,20241023,1
2023_2024_1513027,20241024,1
2023_2024_1513027,20241025,1
2023_2024_1513027,20241028,1
2023_2024_1513027,20241029,1
2023_2024_1513027,20241030,1
2023_2024_1513027,20241031,1
2023_2024_1513027,20241104,1
2023_2024_1513027,20241105,1
2023_2024_1513027,20241106,1
2023_2024_1513027,20241107,1
2023_2024_1513027,20241108,1
2023_2024_1521660,20241028,1
2023_2024_1521660,20241029,1
2023_2024_1521660,20241030,1
2023_2024_1521660,20241031,1
2023_2024_1521660,20241104,1
2023_2024_1521660,20241105,1
2023_2024_1521660,20241106,1
2023_2024_1521660,20241107,1
2023_2024_1521660,20241108,1
2023_2024_1520793,20241008,1
2023_2024_1520793,20241009,1
2023_2024_1529061,20240928,1
2023_2024_1529061,20240929,1
2023_2024_1549183,20241027,1
2023_2024_1549183,20241103,1
2023_2024_1530010,20241005,1
2023_2024_1530010,20241006,1
2023_2024_1530010,20241101,1
2023_2024_1530010,20241102,1
2023_2024_1530010,20241103,1
2023_2024_1520821,20241004,1
2023_2024_1520821,20241007,1
2023_2024_1513457,20240901,1
2023_2024_1513457,20240907,1
2023_2024_1513457,20240908,1
2023_2024_1513457,20240914,1
2023_2024_1513457,20240915,1
2023_2024_1513457,20240921,1
2023_2024_1513457,20240922,1
2023_2024_1513457,20240928,1
2023_2024_1513457,20240929,1
2023_2024_1513457,20241005,1
2023_2024_1513457,20241006,1
2023_2024_1513457,20241012,1
2023_2024_1513457,20241013,1
2023_2024_1513457,20241019,1
2023_2024_1513457,20241020,1
2023_2024_1513457,20241026,1
2023_2024_1513457,20241027,1
2023_2024_1513457,20241101,1
2023_2024_1513457,20241102,1
2023_2024_1513457,20241103,1
2023_2024_1513457,20241109,1
2023_2024_1530341,20240902,1
2023_2024_1530341,20240903,1
2023_2024_1530341,20240904,1
2023_2024_1530341,20240905,1
2023_2024_1530341,20240906,1
2023_2024_1530341,20240910,1
2023_2024_1530341,20240911,1
2023_2024_1521331,20240902,1
2023_2024_1521331,20240903,1
2023_2024_1521331,20240904,1
2023_2024_1521331,20240905,1
2023_2024_1522157,20240912,1
2023_2024_1522157,20240913,1
2023_2024_1522157,20240916,1
2023_2024_1522157,20240917,1
2023_2024_1522157,20240918,1
2023_2024_1522157,20240919,1
2023_2024_1522157,20240920,1
2023_2024_1522157,20240923,1
2023_2024_1522157,20240924,1
2023_2024_1522157,20240925,1
2023_2024_1522157,20240926,1
2023_2024_1522157,20240927,1
2023_2024_1522157,20240930,1
2023_2024_945727,20240831,1
2023_2024_1522972,20241005,1
2023_2024_1522972,20241012,1
2023_2024_1522972,20241019,1
2023_2024_1522972,20241026,1
2023_2024_1153337,20240826,1
2023_2024_1153337,20240827,1
2023_2024_1153337,20240828,1
2023_2024_1153337,20240829,1
2023_2024_1153337,20240830,1
2023_2024_1512967,20240905,1
2023_2024_1512967,20240906,1
2023_2024_1512967,20240909,1
2023_2024_1512967,20240910,1
2023_2024_1512967,20240911,1
2023_2024_1512967,20240913,1
2023_2024_1512967,20240916,1
2023_2024_1512967,20240917,1
2023_2024_1512967,20240918,1
2023_2024_1512967,20240919,1
2023_2024_1512967,20240920,1
2023_2024_1512967,20240923,1
2023_2024_1512967,20240924,1
2023_2024_1512967,20240925,1
2023_2024_1512967,20240926,1
2023_2024_1512967,20240927,1
2023_2024_1512967,20240930,1
2023_2024_1512967,20241001,1
2023_2024_1512967,20241002,1
2023_2024_1512967,20241003,1
2023_2024_1512967,20241007,1
2023_2024_1512967,20241008,1
2023_2024_1512967,20241009,1
2023_2024_1512967,20241010,1
2023_2024_1512967,20241011,1
2023_2024_1512967,20241014,1
2023_2024_1512967,20241015,1
2023_2024_1512967,20241016,1
2023_2024_1512967,20241017,1
2023_2024_1512967,20241018,1
2023_2024_1512967,20241021,1
2023_2024_1512967,20241022,1
2023_2024_1512967,20241023,1
2023_2024_1512967,20241024,1
2023_2024_1512967,20241025,1
2023_2024_1512967,20241028,1
2023_2024_1512967,20241029,1
2023_2024_1512967,20241030,1
2023_2024_1512967,20241031,1
2023_2024_1529232,20240901,1
2023_2024_1522441,20240902,1
2023_2024_1522441,20240903,1
2023_2024_1522441,20240904,1
2023_2024_1522441,20240905,1
2023_2024_1522441,20240906,1
2023_2024_1522441,20240909,1
2023_2024_1522441,20240910,1
2023_2024_1522441,20240911,1
2023_2024_1522441,20240912,1
2023_2024_1522441,20240913,1
2023_2024_1522441,20240916,1
2023_2024_1522441,20240917,1
2023_2024_1522441,20240918,1
2023_2024_1522441,20240919,1
2023_2024_1522441,20240920,1
2023_2024_1522441,20240923,1
2023_2024_1522441,20240924,1
2023_2024_1522441,20240925,1
2023_2024_1522441,20240926,1
2023_2024_1522441,20240927,1
2023_2024_1522441,20240930,1
2023_2024_1522441,20241001,1
2023_2024_1522441,20241002,1
2023_2024_1522441,20241003,1
2023_2024_1522441,20241004,1
2023_2024_1522441,20241007,1
2023_2024_1522441,20241008,1
2023_2024_1522441,20241009,1
2023_2024_1522441,20241010,1
2023_2024_1522441,20241011,1
2023_2024_1522441,20241029,1
2023_2024_1522441,20241030,1
2023_2024_1522441,20241031,1
2023_2024_1530008,20240907,1
2023_2024_1530008,20240908,1
2023_2024_1530008,20240914,1
2023_2024_1530008,20240915,1
2023_2024_1530008,20240921,1
2023_2024_1530008,20240922,1
2023_2024_1530008,20240928,1
2023_2024_1530008,20240929,1
2023_2024_1530483,20241106,1
2023_2024_1513272,20240902,1
2023_2024_1513272,20240903,1
2023_2024_1513272,20240904,1
2023_2024_1513272,20240905,1
2023_2024_1513272,20240906,1
2023_2024_1513272,20240910,1
2023_2024_1513272,20240911,1
2023_2024_1513272,20240912,1
2023_2024_1513272,20240913,1
2023_2024_1513233,20240902,1
2023_2024_1513233,20240903,1
2023_2024_1513233,20240904,1
2023_2024_1513233,20240905,1
2023_2024_1513233,20240906,1
2023_2024_1513233,20240909,1
2023_2024_1513233,20240910,1
2023_2024_1513233,20240911,1
2023_2024_1513233,20240912,1
2023_2024_1513233,20240913,1
2023_2024_1513233,20240916,1
2023_2024_1513233,20240917,1
2023_2024_1513233,20240918,1
2023_2024_1513233,20240919,1
2023_2024_1513233,20240920,1
2023_2024_1513233,20240923,1
2023_2024_1513233,20240924,1
2023_2024_1513233,20240925,1
2023_2024_1513233,20240926,1
2023_2024_1513233,20240927,1
2023_2024_1513233,20240930,1
2023_2024_1513233,20241001,1
2023_2024_1513233,20241002,1
2023_2024_1513233,20241003,1
2023_2024_1513233,20241004,1
2023_2024_1513233,20241007,1
2023_2024_1513233,20241008,1
2023_2024_1513233,20241009,1
2023_2024_1513233,20241010,1
2023_2024_1513233,20241011,1
2023_2024_1513233,20241014,1
2023_2024_1513233,20241015,1
2023_2024_1513233,20241016,1
2023_2024_1513233,20241017,1
2023_2024_1513233,20241018,1
2023_2024_1513233,20241021,1
2023_2024_1513233,20241022,1
2023_2024_1513233,20241023,1
2023_2024_1513233,20241024,1
2023_2024_1513233,20241025,1
2023_2024_1513233,20241028,1
2023_2024_1513233,20241029,1
2023_2024_1513233,20241030,1
2023_2024_1513233,20241031,1
2023_2024_1513233,20241104,1
2023_2024_1513233,20241105,1
2023_2024_1513233,20241106,1
2023_2024_1513233,20241107,1
2023_2024_1513233,20241108,1
2023_2024_1529676,20241019,1
2023_2024_1529676,20241020,1
2023_2024_1529676,20241026,1
2023_2024_1529676,20241027,1
2023_2024_1554758,20241004,1
2023_2024_1554758,20241011,1
2023_2024_1554758,20241018,1
2023_2024_1554758,20241025,1
2023_2024_1554758,20241031,1
2023_2024_1554758,20241108,1
2023_2024_1529955,20240907,1
2023_2024_1529955,20240908,1
2023_2024_1529955,20240914,1
2023_2024_1529955,20240915,1
2023_2024_1529955,20240921,1
2023_2024_1529955,20240922,1
2023_2024_1529955,20240928,1
2023_2024_1529955,20240929,1
2023_2024_1522922,20241001,1
2023_2024_1522922,20241002,1
2023_2024_1522922,20241003,1
2023_2024_1513494,20240901,1
2023_2024_1513494,20240907,1
2023_2024_1513494,20240908,1
2023_2024_1513494,20240914,1
2023_2024_1513494,20240915,1
2023_2024_1513494,20240921,1
2023_2024_1513494,20240922,1
2023_2024_1513494,20240928,1
2023_2024_1513494,20240929,1
2023_2024_1513494,20241005,1
2023_2024_1513494,20241006,1
2023_2024_1513494,20241012,1
2023_2024_1513494,20241013,1
2023_2024_1513494,20241019,1
2023_2024_1513494,20241020,1
2023_2024_1513494,20241026,1
2023_2024_1513494,20241027,1
2023_2024_1513494,20241101,1
2023_2024_1513494,20241102,1
2023_2024_1513494,20241103,1
2023_2024_1513494,20241109,1
2023_2024_930762,20240826,1
2023_2024_930762,20240827,1
2023_2024_930762,20240828,1
2023_2024_930762,20240829,1
2023_2024_930762,20240830,1
2023_2024_1513033,20240902,1
2023_2024_1513033,20240903,1
2023_2024_1513033,20240904,1
2023_2024_1513033,20240905,1
2023_2024_1513033,20240906,1
2023_2024_1513033,20240909,1
2023_2024_1513033,20240910,1
2023_2024_1513033,20240911,1
2023_2024_1513033,20240912,1
2023_2024_1513033,20240913,1
2023_2024_1513033,20240916,1
2023_2024_1513033,20240917,1
2023_2024_1513033,20240918,1
2023_2024_1513033,20240919,1
2023_2024_1513033,20240920,1
2023_2024_1513033,20240923,1
2023_2024_1513033,20240924,1
2023_2024_1513033,20240925,1
2023_2024_1513033,20240926,1
2023_2024_1513033,20240927,1
2023_2024_1513033,20240930,1
2023_2024_1513033,20241001,1
2023_2024_1513033,20241002,1
2023_2024_1513033,20241003,1
2023_2024_1513033,20241004,1
2023_2024_1513033,20241007,1
2023_2024_1513033,20241008,1
2023_2024_1513033,20241009,1
2023_2024_1513033,20241010,1
2023_2024_1513033,20241011,1
2023_2024_1513033,20241014,1
2023_2024_1513033,20241015,1
2023_2024_1513033,20241016,1
2023_2024_1513033,20241017,1
2023_2024_1513033,20241018,1
2023_2024_1513033,20241021,1
2023_2024_1513033,20241022,1
2023_2024_1513033,20241023,1
2023_2024_1513033,20241024,1
2023_2024_1513033,20241025,1
2023_2024_1513033,20241028,1
2023_2024_1513033,20241029,1
2023_2024_1513033,20241030,1
2023_2024_1513033,20241031,1
2023_2024_1513033,20241104,1
2023_2024_1513033,20241105,1
2023_2024_1513033,20241106,1
2023_2024_1513033,20241107,1
2023_2024_1513033,20241108,1
2023_2024_1529071,20240928,1
2023_2024_1529071,20240929,1
2023_2024_1522231,20240902,1
2023_2024_1522231,20240903,1
2023_2024_1522231,20240904,1
2023_2024_1522231,20240905,1
2023_2024_1522231,20240906,1
2023_2024_1522231,20240909,1
2023_2024_1522231,20240910,1
2023_2024_1522231,20240911,1
2023_2024_1522231,20240912,1
2023_2024_1522231,20240913,1
2023_2024_1522231,20240916,1
2023_2024_1522231,20240917,1
2023_2024_1522231,20240918,1
2023_2024_1522231,20240919,1
2023_2024_1522231,20240920,1
2023_2024_1522231,20240923,1
2023_2024_930700,20240826,1
2023_2024_930700,20240827,1
2023_2024_930700,20240828,1
2023_2024_930700,20240829,1
2023_2024_930700,20240830,1
2023_2024_1522712,20240902,1
2023_2024_1522712,20241007,1
2023_2024_1522712,20241008,1
2023_2024_1522712,20241009,1
2023_2024_1522712,20241010,1
2023_2024_1522712,20241011,1
2023_2024_1520945,20240916,1
2023_2024_1520945,20240917,1
2023_2024_1520945,20240918,1
2023_2024_1520945,20240919,1
2023_2024_1520945,20240920,1
2023_2024_1520945,20240923,1
2023_2024_1520945,20240924,1
2023_2024_1520945,20240925,1
2023_2024_1521301,20240902,1
2023_2024_1522275,20241008,1
2023_2024_1522275,20241009,1
2023_2024_945896,20240831,1
2023_2024_1529930,20241005,1
2023_2024_1529930,20241006,1
2023_2024_1529930,20241012,1
2023_2024_1529930,20241013,1
2023_2024_1513445,20240901,1
2023_2024_1513445,20240907,1
2023_2024_1513445,20240908,1
2023_2024_1513445,20240914,1
2023_2024_1513445,20240915,1
2023_2024_1513445,20240921,1
2023_2024_1513445,20240922,1
2023_2024_1513445,20240928,1
2023_2024_1513445,20240929,1
2023_2024_1513445,20241005,1
2023_2024_1513445,20241006,1
2023_2024_1513445,20241012,1
2023_2024_1513445,20241013,1
2023_2024_1513445,20241019,1
2023_2024_1513445,20241020,1
2023_2024_1513445,20241026,1
2023_2024_1513445,20241027,1
2023_2024_1513445,20241101,1
2023_2024_1513445,20241102,1
2023_2024_1513445,20241103,1
2023_2024_1513445,20241109,1
2023_2024_1520963,20240906,1
2023_2024_1520963,20240909,1
2023_2024_1152768,20240826,1
2023_2024_1152768,20240827,1
2023_2024_1152768,20240828,1
2023_2024_1152768,20240829,1
2023_2024_1152768,20240830,1
2023_2024_1520841,20240909,1
2023_2024_930150,20240826,1
2023_2024_930150,20240827,1
2023_2024_930150,20240828,1
2023_2024_930150,20240829,1
2023_2024_930150,20240830,1
2023_2024_1549162,20241019,1
2023_2024_1549162,20241026,1
2023_2024_1529081,20241012,1
2023_2024_1529081,20241013,1
2023_2024_1529960,20241005,1
2023_2024_1529960,20241006,1
2023_2024_1529960,20241012,1
2023_2024_1529960,20241013,1
2023_2024_1529960,20241101,1
2023_2024_1529960,20241102,1
2023_2024_1529960,20241103,1
2023_2024_1521367,20240906,1
2023_2024_1529377,20240907,1
2023_2024_1529377,20240914,1
2023_2024_1529377,20240921,1
2023_2024_1529377,20240928,1
2023_2024_1529377,20241005,1
2023_2024_1529377,20241012,1
2023_2024_1529377,20241019,1
2023_2024_1529377,20241026,1
2023_2024_1529377,20241102,1
2023_2024_1529377,20241109,1
2023_2024_1513256,20241010,1
2023_2024_1513256,20241011,1
2023_2024_1513150,20240902,1
2023_2024_1513150,20240903,1
2023_2024_1513150,20240904,1
2023_2024_1513150,20240905,1
2023_2024_1513150,20240906,1
2023_2024_1513150,20240909,1
2023_2024_1513150,20240910,1
2023_2024_1513150,20240911,1
2023_2024_1513150,20240912,1
2023_2024_1513150,20240913,1
2023_2024_1513150,20240916,1
2023_2024_1513150,20240917,1
2023_2024_1513150,20240918,1
2023_2024_1513150,20240919,1
2023_2024_1513150,20240920,1
2023_2024_1513150,20240923,1
2023_2024_1513150,20240924,1
2023_2024_1513150,20240925,1
2023_2024_1513150,20240926,1
2023_2024_1513150,20240927,1
2023_2024_1513150,20240930,1
2023_2024_1513150,20241001,1
2023_2024_1513150,20241002,1
2023_2024_1513150,20241003,1
2023_2024_1513150,20241004,1
2023_2024_1513150,20241007,1
2023_2024_1513150,20241008,1
2023_2024_1513150,20241009,1
2023_2024_1513150,20241010,1
2023_2024_1513150,20241011,1
2023_2024_1513150,20241014,1
2023_2024_1513150,20241015,1
2023_2024_1513150,20241016,1
2023_2024_1513150,20241017,1
2023_2024_1513150,20241018,1
2023_2024_1513150,20241021,1
2023_2024_1513150,20241022,1
2023_2024_1513150,20241023,1
2023_2024_1513150,20241024,1
2023_2024_1513150,20241025,1
2023_2024_1513150,20241028,1
2023_2024_1513150,20241029,1
2023_2024_1513150,20241030,1
2023_2024_1513150,20241031,1
2023_2024_1513150,20241104,1
2023_2024_1513150,20241105,1
2023_2024_1513150,20241106,1
2023_2024_1513150,20241107,1
2023_2024_1513150,20241108,1
2023_2024_1529135,20240928,1
2023_2024_1529135,20240929,1
2023_2024_1520986,20240910,1
2023_2024_1520986,20240911,1
2023_2024_1520884,20240916,1
2023_2024_1520884,20240917,1
2023_2024_1520884,20240918,1
2023_2024_1520884,20240919,1
2023_2024_1520884,20240920,1
2023_2024_1520884,20240923,1
2023_2024_1520884,20240924,1
2023_2024_1520884,20240925,1
2023_2024_1153107,20240826,1
2023_2024_1153107,20240827,1
2023_2024_1153107,20240828,1
2023_2024_1153107,20240829,1
2023_2024_1153107,20240830,1
2023_2024_1522609,20241028,1
2023_2024_1529748,20240907,1
2023_2024_1529748,20240908,1
2023_2024_1529748,20240914,1
2023_2024_1529748,20240915,1
2023_2024_1529748,20240921,1
2023_2024_1529748,20240922,1
2023_2024_1529748,20240928,1
2023_2024_1529748,20240929,1
2023_2024_1153109,20240831,1
2023_2024_1521583,20240902,1
2023_2024_1521583,20240903,1
2023_2024_1521583,20240904,1
2023_2024_1521583,20240905,1
2023_2024_1521055,20240918,1
2023_2024_1521055,20240919,1
2023_2024_1521055,20240920,1
2023_2024_1521055,20240923,1
2023_2024_1521055,20240924,1
2023_2024_1521055,20240925,1
2023_2024_1521329,20240910,1
2023_2024_1521329,20240911,1
2023_2024_930133,20240826,1
2023_2024_930133,20240827,1
2023_2024_930133,20240828,1
2023_2024_930133,20240829,1
2023_2024_930133,20240830,1
2023_2024_1522165,20240903,1
2023_2024_1522165,20240904,1
2023_2024_1522165,20240905,1
2023_2024_930617,20240831,1
2023_2024_1522753,20241028,1
2023_2024_931363,20240828,1
2023_2024_931363,20240829,1
2023_2024_931363,20240830,1
2023_2024_1513528,20240901,1
2023_2024_1513528,20240907,1
2023_2024_1513528,20240908,1
2023_2024_1513528,20240914,1
2023_2024_1513528,20240915,1
2023_2024_1513528,20240921,1
2023_2024_1513528,20240922,1
2023_2024_1513528,20240928,1
2023_2024_1513528,20240929,1
2023_2024_1513528,20241005,1
2023_2024_1513528,20241006,1
2023_2024_1513528,20241012,1
2023_2024_1513528,20241013,1
2023_2024_1513528,20241019,1
2023_2024_1513528,20241020,1
2023_2024_1513528,20241026,1
2023_2024_1513528,20241027,1
2023_2024_1513528,20241101,1
2023_2024_1513528,20241102,1
2023_2024_1513528,20241103,1
2023_2024_1513528,20241109,1
2023_2024_1522778,20241104,1
2023_2024_1522778,20241105,1
2023_2024_1522778,20241106,1
2023_2024_1522778,20241107,1
2023_2024_1522778,20241108,1
2023_2024_1520903,20241014,1
2023_2024_931145,20240831,1
2023_2024_1522582,20240916,1
2023_2024_1522582,20240917,1
2023_2024_1522554,20241014,1
2023_2024_1513221,20240902,1
2023_2024_1513221,20240903,1
2023_2024_1513221,20240904,1
2023_2024_1513221,20240905,1
2023_2024_1513221,20240906,1
2023_2024_1513221,20240909,1
2023_2024_1513221,20240910,1
2023_2024_1513221,20240911,1
2023_2024_1513221,20240912,1
2023_2024_1513221,20240913,1
2023_2024_1513221,20240916,1
2023_2024_1513221,20240917,1
2023_2024_1513221,20240918,1
2023_2024_1513221,20240919,1
2023_2024_1513221,20240920,1
2023_2024_1513221,20240923,1
2023_2024_1513221,20240924,1
2023_2024_1513221,20240925,1
2023_2024_1513221,20240926,1
2023_2024_1513221,20240927,1
2023_2024_1513221,20240930,1
2023_2024_1513221,20241001,1
2023_2024_1513221,20241002,1
2023_2024_1513221,20241003,1
2023_2024_1513221,20241004,1
2023_2024_1513221,20241007,1
2023_2024_1513221,20241008,1
2023_2024_1513221,20241009,1
2023_2024_1513221,20241010,1
2023_2024_1513221,20241011,1
2023_2024_1513221,20241014,1
2023_2024_1513221,20241015,1
2023_2024_1513221,20241016,1
2023_2024_1513221,20241017,1
2023_2024_1513221,20241018,1
2023_2024_1513221,20241021,1
2023_2024_1513221,20241022,1
2023_2024_1513221,20241023,1
2023_2024_1513221,20241024,1
2023_2024_1513221,20241025,1
2023_2024_1513221,20241028,1
2023_2024_1513221,20241029,1
2023_2024_1513221,20241030,1
2023_2024_1513221,20241031,1
2023_2024_1513221,20241104,1
2023_2024_1513221,20241105,1
2023_2024_1513221,20241106,1
2023_2024_1513221,20241107,1
2023_2024_1513221,20241108,1
2023_2024_1520892,20240916,1
2023_2024_1520892,20240917,1
2023_2024_1548268,20241006,1
2023_2024_1548268,20241013,1
2023_2024_1513409,20240901,1
2023_2024_1513409,20240907,1
2023_2024_1513409,20240908,1
2023_2024_1513409,20240914,1
