service_id,date,exception_type
2023_2024_1522444,20241017,1
2023_2024_1522444,20241018,1
2023_2024_1522444,20241021,1
2023_2024_1522444,20241022,1
2023_2024_1522444,20241023,1
2023_2024_1522444,20241024,1
2023_2024_1522444,20241025,1
2023_2024_1513370,20241005,1
2023_2024_1513370,20241006,1
2023_2024_1521286,20240912,1
2023_2024_1521286,20240913,1
2023_2024_1521286,20240916,1
2023_2024_1521286,20240917,1
2023_2024_1521286,20240918,1
2023_2024_1521286,20240919,1
2023_2024_1521286,20240920,1
2023_2024_1521286,20240923,1
2023_2024_1521286,20240924,1
2023_2024_1521286,20240925,1
2023_2024_1521286,20240926,1
2023_2024_1521286,20240927,1
2023_2024_1521286,20240930,1
2023_2024_1513145,20240902,1
2023_2024_1513145,20240903,1
2023_2024_1513145,20240904,1
2023_2024_1513145,20240905,1
2023_2024_1513145,20240906,1
2023_2024_1513145,20240909,1
2023_2024_1513145,20240910,1
2023_2024_1513145,20240911,1
2023_2024_1513145,20240912,1
2023_2024_1513145,20240913,1
2023_2024_1513145,20240916,1
2023_2024_1513145,20240917,1
2023_2024_1513145,20240918,1
2023_2024_1513145,20240919,1
2023_2024_1513145,20240920,1
2023_2024_1513145,20240923,1
2023_2024_1513145,20240924,1
2023_2024_1513145,20240925,1
2023_2024_1513145,20240926,1
2023_2024_1513145,20240927,1
2023_2024_1513145,20240930,1
2023_2024_1513145,20241001,1
2023_2024_1513145,20241002,1
2023_2024_1513145,20241003,1
2023_2024_1513145,20241004,1
2023_2024_1513145,20241007,1
2023_2024_1513145,20241008,1
2023_2024_1513145,20241009,1
2023_2024_1513145,20241010,1
2023_2024_1513145,20241011,1
2023_2024_1513145,20241014,1
2023_2024_1513145,20241015,1
2023_2024_1513145,20241016,1
2023_2024_1513145,20241017,1
2023_2024_1513145,20241018,1
2023_2024_1513145,20241021,1
2023_2024_1513145,20241022,1
2023_2024_1513145,20241023,1
2023_2024_1513145,20241024,1
2023_2024_1513145,20241025,1
2023_2024_1513145,20241028,1
2023_2024_1513145,20241029,1
2023_2024_1513145,20241030,1
2023_2024_1513145,20241031,1
2023_2024_1513145,20241104,1
2023_2024_1513145,20241105,1
2023_2024_1513145,20241106,1
2023_2024_1513145,20241107,1
2023_2024_1513145,20241108,1
2023_2024_1152748,20240826,1
2023_2024_1152748,20240827,1
2023_2024_1152748,20240828,1
2023_2024_1152748,20240829,1
2023_2024_1152748,20240830,1
2023_2024_943190,20240827,1
2023_2024_943190,20240828,1
2023_2024_943190,20240829,1
2023_2024_943190,20240830,1
2023_2024_1521350,20241001,1
2023_2024_1521350,20241002,1
2023_2024_1521350,20241003,1
2023_2024_1521370,20240916,1
2023_2024_1521370,20240917,1
2023_2024_1513467,20240901,1
2023_2024_1513467,20240907,1
2023_2024_1513467,20240908,1
2023_2024_1513467,20240914,1
2023_2024_1513467,20240915,1
2023_2024_1513467,20240921,1
2023_2024_1513467,20240922,1
2023_2024_1513467,20240928,1
2023_2024_1513467,20240929,1
2023_2024_1513467,20241005,1
2023_2024_1513467,20241006,1
2023_2024_1513467,20241012,1
2023_2024_1513467,20241013,1
2023_2024_1513467,20241019,1
2023_2024_1513467,20241020,1
2023_2024_1513467,20241026,1
2023_2024_1513467,20241027,1
2023_2024_1513467,20241101,1
2023_2024_1513467,20241102,1
2023_2024_1513467,20241103,1
2023_2024_1513467,20241109,1
2023_2024_930758,20240826,1
2023_2024_930758,20240827,1
2023_2024_930758,20240828,1
2023_2024_930758,20240829,1
2023_2024_930758,20240830,1
2023_2024_1520943,20240902,1
2023_2024_1520943,20240903,1
2023_2024_1520943,20240904,1
2023_2024_1520943,20240905,1
2023_2024_1520943,20240906,1
2023_2024_1520943,20240909,1
2023_2024_1520943,20240910,1
2023_2024_1520943,20240911,1
2023_2024_1520943,20240912,1
2023_2024_1520943,20240913,1
2023_2024_1522580,20240912,1
2023_2024_1522580,20240913,1
2023_2024_1520889,20241015,1
2023_2024_1520889,20241016,1
2023_2024_1520889,20241017,1
2023_2024_1520889,20241018,1
2023_2024_1520889,20241021,1
2023_2024_1520889,20241022,1
2023_2024_1520889,20241023,1
2023_2024_1520889,20241024,1
2023_2024_1520889,20241025,1
2023_2024_1520889,20241028,1
2023_2024_1520889,20241029,1
2023_2024_1520889,20241030,1
2023_2024_1520889,20241031,1
2023_2024_1520889,20241104,1
2023_2024_1520889,20241105,1
2023_2024_1520889,20241106,1
2023_2024_1520889,20241107,1
2023_2024_1520889,20241108,1
2023_2024_943956,20240827,1
2023_2024_943956,20240828,1
2023_2024_943956,20240829,1
2023_2024_943956,20240830,1
2023_2024_1529103,20240914,1
2023_2024_1529103,20240915,1
2023_2024_1529103,20240921,1
2023_2024_1529103,20240922,1
2023_2024_1529103,20240928,1
2023_2024_1529103,20240929,1
2023_2024_1529103,20241005,1
2023_2024_1529103,20241006,1
2023_2024_1529103,20241012,1
2023_2024_1529103,20241013,1
2023_2024_1529103,20241019,1
2023_2024_1529103,20241020,1
2023_2024_1529103,20241026,1
2023_2024_1529233,20240907,1
2023_2024_1529233,20240908,1
2023_2024_1522229,20240924,1
2023_2024_1522229,20240925,1
2023_2024_1522229,20240926,1
2023_2024_1522229,20240927,1
2023_2024_1522229,20240930,1
2023_2024_1522229,20241001,1
2023_2024_1522229,20241002,1
2023_2024_1522229,20241003,1
2023_2024_1522229,20241004,1
2023_2024_1522229,20241007,1
2023_2024_1522229,20241008,1
2023_2024_1522229,20241009,1
2023_2024_1522229,20241010,1
2023_2024_1522229,20241011,1
2023_2024_1522229,20241018,1
2023_2024_1522229,20241021,1
2023_2024_1522229,20241022,1
2023_2024_1522229,20241023,1
2023_2024_1522229,20241024,1
2023_2024_1522229,20241025,1
2023_2024_1522229,20241028,1
2023_2024_1522229,20241029,1
2023_2024_1522229,20241030,1
2023_2024_1522229,20241031,1
2023_2024_1522229,20241104,1
2023_2024_1522229,20241105,1
2023_2024_1522229,20241106,1
2023_2024_1522229,20241107,1
2023_2024_1522229,20241108,1
2023_2024_1522987,20241012,1
2023_2024_1522987,20241013,1
2023_2024_1521083,20240912,1
2023_2024_1521083,20240913,1
2023_2024_1521083,20240925,1
2023_2024_1521083,20240926,1
2023_2024_1521083,20240927,1
2023_2024_1521083,20240930,1
2023_2024_1522648,20240902,1
2023_2024_1522648,20240903,1
2023_2024_1522648,20240904,1
2023_2024_1522648,20240905,1
2023_2024_1522648,20240906,1
2023_2024_1522648,20240909,1
2023_2024_1522648,20240910,1
2023_2024_1522648,20240911,1
2023_2024_1522648,20240912,1
2023_2024_1522648,20240913,1
2023_2024_1513373,20241012,1
2023_2024_1529753,20240907,1
2023_2024_1529753,20240908,1
2023_2024_1529753,20240914,1
2023_2024_1529753,20240915,1
2023_2024_1529753,20240921,1
2023_2024_1529753,20240922,1
2023_2024_1529753,20240928,1
2023_2024_1529753,20240929,1
2023_2024_1513475,20240908,1
2023_2024_1513198,20240902,1
2023_2024_1513198,20240903,1
2023_2024_1513198,20240904,1
2023_2024_1513198,20240905,1
2023_2024_1513198,20240906,1
2023_2024_1513198,20240909,1
2023_2024_1513198,20240911,1
2023_2024_1513198,20240912,1
2023_2024_1513198,20240913,1
2023_2024_1513198,20240916,1
2023_2024_1513198,20240918,1
2023_2024_1513198,20240919,1
2023_2024_1513198,20240920,1
2023_2024_1513198,20240923,1
2023_2024_1513198,20240924,1
2023_2024_1513198,20240925,1
2023_2024_1513198,20240926,1
2023_2024_1513198,20240927,1
2023_2024_1513198,20240930,1
2023_2024_1513198,20241001,1
2023_2024_1513198,20241002,1
2023_2024_1513198,20241003,1
2023_2024_1513198,20241004,1
2023_2024_1513198,20241007,1
2023_2024_1513198,20241008,1
2023_2024_1513198,20241009,1
2023_2024_1513198,20241010,1
2023_2024_1513198,20241011,1
2023_2024_1513198,20241014,1
2023_2024_1513198,20241015,1
2023_2024_1513198,20241016,1
2023_2024_1513198,20241017,1
2023_2024_1513198,20241018,1
2023_2024_1513198,20241021,1
2023_2024_1513198,20241022,1
2023_2024_1513198,20241023,1
2023_2024_1513198,20241024,1
2023_2024_1513198,20241025,1
2023_2024_1513198,20241028,1
2023_2024_1513198,20241030,1
2023_2024_1513198,20241031,1
2023_2024_1513198,20241104,1
2023_2024_1513198,20241105,1
2023_2024_1513198,20241106,1
2023_2024_1513198,20241107,1
2023_2024_1513198,20241108,1
2023_2024_1522213,20240902,1
2023_2024_1522213,20240903,1
2023_2024_1522213,20240904,1
2023_2024_1522213,20240905,1
2023_2024_1522213,20240906,1
2023_2024_1522213,20240909,1
2023_2024_1522213,20240910,1
2023_2024_1522213,20240911,1
2023_2024_1522213,20240912,1
2023_2024_1522213,20240913,1
2023_2024_1522213,20240916,1
2023_2024_1522213,20240917,1
2023_2024_1522213,20240918,1
2023_2024_1522213,20240919,1
2023_2024_1522213,20240920,1
2023_2024_1522213,20240923,1
2023_2024_1522213,20240924,1
2023_2024_1522213,20240925,1
2023_2024_1522213,20240926,1
2023_2024_1522213,20240927,1
2023_2024_1522213,20240930,1
2023_2024_1522213,20241001,1
2023_2024_1522213,20241002,1
2023_2024_1522213,20241003,1
2023_2024_1522213,20241004,1
2023_2024_1522213,20241007,1
2023_2024_1522213,20241008,1
2023_2024_1522213,20241009,1
2023_2024_1522213,20241010,1
2023_2024_1522213,20241011,1
2023_2024_1522213,20241014,1
2023_2024_1522213,20241015,1
2023_2024_1522213,20241016,1
2023_2024_1522213,20241017,1
2023_2024_1522213,20241018,1
2023_2024_1522213,20241021,1
2023_2024_1522213,20241022,1
2023_2024_1522213,20241023,1
2023_2024_1522213,20241024,1
2023_2024_1522213,20241025,1
2023_2024_1522213,20241028,1
2023_2024_1522213,20241029,1
2023_2024_1522213,20241030,1
2023_2024_1522213,20241031,1
2023_2024_1522213,20241104,1
2023_2024_1522213,20241105,1
2023_2024_1522213,20241106,1
2023_2024_1522213,20241107,1
2023_2024_1522213,20241108,1
2023_2024_1542304,20241007,1
2023_2024_1542304,20241008,1
2023_2024_1542304,20241009,1
2023_2024_1542304,20241010,1
2023_2024_1542304,20241029,1
2023_2024_1542304,20241030,1
2023_2024_1542301,20241029,1
2023_2024_1542301,20241030,1
2023_2024_1513344,20240901,1
2023_2024_1513344,20240907,1
2023_2024_1513344,20240908,1
2023_2024_1513344,20240914,1
2023_2024_1513344,20240915,1
2023_2024_1513344,20240921,1
2023_2024_1513344,20240922,1
2023_2024_1513344,20240928,1
2023_2024_1513344,20240929,1
2023_2024_1513344,20241005,1
2023_2024_1513344,20241006,1
2023_2024_1513344,20241012,1
2023_2024_1513344,20241013,1
2023_2024_1513344,20241019,1
2023_2024_1513344,20241020,1
2023_2024_1513344,20241026,1
2023_2024_1513344,20241027,1
2023_2024_1513344,20241101,1
2023_2024_1513344,20241102,1
2023_2024_1513344,20241103,1
2023_2024_1513344,20241109,1
2023_2024_931357,20240828,1
2023_2024_931357,20240829,1
2023_2024_931357,20240830,1
2023_2024_1513531,20240901,1
2023_2024_1513531,20240907,1
2023_2024_1513531,20240908,1
2023_2024_1513531,20240914,1
2023_2024_1513531,20240915,1
2023_2024_1513531,20240921,1
2023_2024_1513531,20240922,1
2023_2024_1513531,20240928,1
2023_2024_1513531,20240929,1
2023_2024_1513531,20241005,1
2023_2024_1513531,20241006,1
2023_2024_1513531,20241012,1
2023_2024_1513531,20241013,1
2023_2024_1513531,20241019,1
2023_2024_1513531,20241020,1
2023_2024_1513531,20241026,1
2023_2024_1513531,20241027,1
2023_2024_1513531,20241101,1
2023_2024_1513531,20241102,1
2023_2024_1513531,20241103,1
2023_2024_1513531,20241109,1
2023_2024_1520779,20241107,1
2023_2024_1529159,20240921,1
2023_2024_1529159,20240922,1
2023_2024_1521030,20241001,1
2023_2024_1521030,20241002,1
2023_2024_1521030,20241003,1
2023_2024_1521030,20241004,1
2023_2024_1521030,20241007,1
2023_2024_1521030,20241008,1
2023_2024_1521030,20241009,1
2023_2024_1521030,20241010,1
2023_2024_1521030,20241011,1
2023_2024_1521030,20241014,1
2023_2024_1521030,20241015,1
2023_2024_1521030,20241016,1
2023_2024_1521030,20241017,1
2023_2024_1521030,20241018,1
2023_2024_1521030,20241021,1
2023_2024_1521030,20241022,1
2023_2024_1521030,20241023,1
2023_2024_1521030,20241024,1
2023_2024_1521030,20241025,1
2023_2024_1529933,20241019,1
2023_2024_1529933,20241020,1
2023_2024_1529933,20241026,1
2023_2024_1529933,20241027,1
2023_2024_944775,20240826,1
2023_2024_944775,20240827,1
2023_2024_944775,20240828,1
2023_2024_944775,20240829,1
2023_2024_944775,20240830,1
2023_2024_1529616,20240921,1
2023_2024_1529616,20240922,1
2023_2024_1529866,20241013,1
2023_2024_1529928,20240901,1
2023_2024_1529928,20241101,1
2023_2024_1529928,20241102,1
2023_2024_1529928,20241103,1
2023_2024_1522236,20240903,1
2023_2024_1522236,20240904,1
2023_2024_1522236,20240905,1
2023_2024_1522236,20240910,1
2023_2024_1522236,20240911,1
2023_2024_1522236,20240912,1
2023_2024_1522236,20240917,1
2023_2024_1522236,20240918,1
2023_2024_1522236,20240919,1
2023_2024_1522236,20240924,1
2023_2024_1522236,20240925,1
2023_2024_1522236,20240926,1
2023_2024_1522236,20241001,1
2023_2024_1522236,20241002,1
2023_2024_1522236,20241003,1
2023_2024_1522236,20241008,1
2023_2024_1522236,20241009,1
2023_2024_1522236,20241010,1
2023_2024_1522236,20241015,1
2023_2024_1522236,20241016,1
2023_2024_1522236,20241017,1
2023_2024_1522236,20241022,1
2023_2024_1522236,20241023,1
2023_2024_1522236,20241024,1
2023_2024_1522236,20241029,1
2023_2024_1522236,20241030,1
2023_2024_1522236,20241031,1
2023_2024_1522236,20241105,1
2023_2024_1522236,20241106,1
2023_2024_1522236,20241107,1
2023_2024_1522743,20241003,1
2023_2024_1529219,20240908,1
2023_2024_1548184,20240914,1
2023_2024_1548184,20240921,1
2023_2024_1548184,20240928,1
2023_2024_1513054,20240904,1
2023_2024_1529236,20240901,1
2023_2024_1521279,20240905,1
2023_2024_944855,20240831,1
2023_2024_930278,20240831,1
2023_2024_931163,20240831,1
2023_2024_1529033,20240908,1
2023_2024_1522329,20241014,1
2023_2024_1530386,20240916,1
2023_2024_1530386,20240917,1
2023_2024_1530386,20240918,1
2023_2024_1530386,20240919,1
2023_2024_1530386,20240920,1
2023_2024_1530386,20240923,1
2023_2024_1530386,20240924,1
2023_2024_1530386,20240925,1
2023_2024_1521629,20240912,1
2023_2024_1521629,20240913,1
2023_2024_1521629,20240916,1
2023_2024_1521629,20240917,1
2023_2024_1521629,20240918,1
2023_2024_1521629,20240919,1
2023_2024_1521629,20240920,1
2023_2024_1521629,20240923,1
2023_2024_1521629,20240924,1
2023_2024_1521629,20240925,1
2023_2024_1521629,20240926,1
2023_2024_1521629,20240927,1
2023_2024_1521629,20240930,1
2023_2024_1521629,20241001,1
2023_2024_1521629,20241002,1
2023_2024_1521629,20241003,1
2023_2024_1521629,20241004,1
2023_2024_1521629,20241007,1
2023_2024_1521629,20241008,1
2023_2024_1521629,20241009,1
2023_2024_1521629,20241010,1
2023_2024_1521629,20241011,1
2023_2024_1521629,20241014,1
2023_2024_1521629,20241015,1
2023_2024_1521629,20241016,1
2023_2024_1521629,20241017,1
2023_2024_1521629,20241018,1
2023_2024_1521629,20241021,1
2023_2024_1521629,20241022,1
2023_2024_1521629,20241023,1
2023_2024_1521629,20241024,1
2023_2024_1521629,20241025,1
2023_2024_1523039,20241012,1
2023_2024_1523039,20241013,1
2023_2024_1521082,20240906,1
2023_2024_1529172,20241027,1
2023_2024_1529172,20241101,1
2023_2024_1529172,20241102,1
2023_2024_1529172,20241103,1
2023_2024_1529172,20241109,1
2023_2024_943833,20240831,1
2023_2024_1522450,20240902,1
2023_2024_1522450,20240903,1
2023_2024_1522450,20240904,1
2023_2024_1522450,20240905,1
2023_2024_1522450,20240909,1
2023_2024_1522450,20240910,1
2023_2024_1522450,20240911,1
2023_2024_1522450,20240912,1
2023_2024_1522450,20240916,1
2023_2024_1522450,20240917,1
2023_2024_1522450,20240918,1
2023_2024_1522450,20240919,1
2023_2024_1522450,20240923,1
2023_2024_1522450,20240924,1
2023_2024_1522450,20240925,1
2023_2024_1522450,20240926,1
2023_2024_1522450,20240930,1
2023_2024_1522450,20241001,1
2023_2024_1522450,20241002,1
2023_2024_1522450,20241003,1
2023_2024_1522450,20241007,1
2023_2024_1522450,20241008,1
2023_2024_1522450,20241009,1
2023_2024_1522450,20241010,1
2023_2024_1522450,20241014,1
2023_2024_1522450,20241015,1
2023_2024_1522450,20241016,1
2023_2024_1522450,20241017,1
2023_2024_1522450,20241021,1
2023_2024_1522450,20241022,1
2023_2024_1522450,20241023,1
2023_2024_1522450,20241024,1
2023_2024_1522450,20241028,1
2023_2024_1522450,20241029,1
2023_2024_1522450,20241030,1
2023_2024_1522450,20241104,1
2023_2024_1522450,20241105,1
2023_2024_1522450,20241106,1
2023_2024_1522450,20241107,1
2023_2024_944943,20240831,1
2023_2024_1513047,20240902,1
2023_2024_1513047,20240903,1
2023_2024_1521436,20241010,1
2023_2024_1521436,20241011,1
2023_2024_1529097,20241027,1
2023_2024_1529097,20241101,1
2023_2024_1529097,20241102,1
2023_2024_1529097,20241103,1
2023_2024_1529097,20241109,1
2023_2024_1542315,20241031,1
2023_2024_941462,20240831,1
2023_2024_1522725,20240902,1
2023_2024_1522725,20240905,1
2023_2024_1522725,20240906,1
2023_2024_1522725,20240909,1
2023_2024_1522725,20240910,1
2023_2024_1522725,20240911,1
2023_2024_1522725,20240912,1
2023_2024_1522725,20240913,1
2023_2024_1522725,20240916,1
2023_2024_1522725,20240917,1
2023_2024_1522725,20240918,1
2023_2024_1522725,20240919,1
2023_2024_1522725,20240920,1
2023_2024_1522725,20240923,1
2023_2024_1522725,20240924,1
2023_2024_1522725,20240925,1
2023_2024_1522725,20240926,1
2023_2024_1522725,20240927,1
2023_2024_1522725,20240930,1
2023_2024_1522725,20241001,1
2023_2024_1522725,20241002,1
2023_2024_1522725,20241003,1
2023_2024_1153232,20240831,1
2023_2024_930710,20240826,1
2023_2024_930710,20240827,1
2023_2024_930710,20240828,1
2023_2024_930710,20240829,1
2023_2024_930710,20240830,1
2023_2024_1512930,20240909,1
2023_2024_1521451,20240902,1
2023_2024_1521451,20240903,1
2023_2024_1521451,20240904,1
2023_2024_1521451,20240905,1
2023_2024_1521451,20240906,1
2023_2024_1521451,20240910,1
2023_2024_1521451,20240911,1
2023_2024_1521451,20240912,1
2023_2024_1521451,20240913,1
2023_2024_1522924,20241008,1
2023_2024_1522924,20241009,1
2023_2024_1513253,20240902,1
2023_2024_1513253,20240903,1
2023_2024_1513253,20240904,1
2023_2024_1513253,20240905,1
2023_2024_1513253,20240906,1
2023_2024_1513253,20240909,1
2023_2024_1513253,20240910,1
2023_2024_1513253,20240911,1
2023_2024_1513253,20240912,1
2023_2024_1513253,20240913,1
2023_2024_1513253,20240916,1
2023_2024_1513253,20240917,1
2023_2024_1513253,20240918,1
2023_2024_1513253,20240919,1
2023_2024_1513253,20240920,1
2023_2024_1513253,20240923,1
2023_2024_1513253,20240924,1
2023_2024_1513253,20240925,1
2023_2024_1513253,20240926,1
2023_2024_1513253,20240927,1
2023_2024_1513253,20240930,1
2023_2024_1513253,20241001,1
2023_2024_1513253,20241002,1
2023_2024_1513253,20241003,1
2023_2024_1513253,20241004,1
2023_2024_1513253,20241007,1
2023_2024_1513253,20241008,1
2023_2024_1513253,20241009,1
2023_2024_1513253,20241010,1
2023_2024_1513253,20241011,1
2023_2024_1513253,20241014,1
2023_2024_1513253,20241015,1
2023_2024_1513253,20241016,1
2023_2024_1513253,20241017,1
2023_2024_1513253,20241018,1
2023_2024_1513253,20241021,1
2023_2024_1513253,20241022,1
2023_2024_1513253,20241023,1
2023_2024_1513253,20241024,1
2023_2024_1513253,20241025,1
2023_2024_1513253,20241028,1
2023_2024_1513253,20241029,1
2023_2024_1513253,20241030,1
2023_2024_1513253,20241031,1
2023_2024_1513253,20241104,1
2023_2024_1513253,20241105,1
2023_2024_1513253,20241106,1
2023_2024_1513253,20241107,1
2023_2024_1513253,20241108,1
2023_2024_930270,20240831,1
2023_2024_1513235,20240902,1
2023_2024_1513235,20240903,1
2023_2024_1513235,20240904,1
2023_2024_1513235,20240905,1
2023_2024_1513235,20240906,1
2023_2024_1513235,20240909,1
2023_2024_1513235,20240910,1
2023_2024_1513235,20240911,1
2023_2024_1513235,20240912,1
2023_2024_1513235,20240913,1
2023_2024_1513235,20240916,1
2023_2024_1513235,20240917,1
2023_2024_1513235,20240918,1
2023_2024_1513235,20240919,1
2023_2024_1513235,20240920,1
2023_2024_1513235,20240923,1
2023_2024_1513235,20240924,1
2023_2024_1513235,20240925,1
2023_2024_1513235,20240926,1
2023_2024_1513235,20240927,1
2023_2024_1513235,20240930,1
2023_2024_1513235,20241001,1
2023_2024_1513235,20241002,1
2023_2024_1513235,20241003,1
2023_2024_1513235,20241004,1
2023_2024_1513235,20241007,1
2023_2024_1513235,20241008,1
2023_2024_1513235,20241009,1
2023_2024_1513235,20241010,1
2023_2024_1513235,20241011,1
2023_2024_1513235,20241014,1
2023_2024_1513235,20241015,1
2023_2024_1513235,20241016,1
2023_2024_1513235,20241017,1
2023_2024_1513235,20241018,1
2023_2024_1513235,20241021,1
2023_2024_1513235,20241022,1
2023_2024_1513235,20241023,1
2023_2024_1513235,20241024,1
2023_2024_1513235,20241025,1
2023_2024_1513235,20241028,1
2023_2024_1513235,20241029,1
2023_2024_1513235,20241030,1
2023_2024_1513235,20241031,1
2023_2024_1513235,20241104,1
2023_2024_1513235,20241105,1
2023_2024_1513235,20241106,1
2023_2024_1513235,20241107,1
2023_2024_1513235,20241108,1
2023_2024_1531597,20241109,1
2023_2024_1522559,20241015,1
2023_2024_1522559,20241016,1
2023_2024_1522559,20241017,1
2023_2024_1522559,20241018,1
2023_2024_1522559,20241021,1
2023_2024_1522559,20241022,1
2023_2024_1522559,20241023,1
2023_2024_1522559,20241024,1
2023_2024_1522559,20241025,1
2023_2024_1522559,20241028,1
2023_2024_1542328,20241104,1
2023_2024_1542328,20241105,1
2023_2024_1542328,20241106,1
2023_2024_1542328,20241107,1
2023_2024_1542328,20241108,1
2023_2024_1513351,20240901,1
2023_2024_1513351,20240907,1
2023_2024_1513351,20240908,1
2023_2024_1513351,20240914,1
2023_2024_1513351,20240915,1
2023_2024_1513351,20240921,1
2023_2024_1513351,20240922,1
2023_2024_1513351,20240928,1
2023_2024_1513351,20240929,1
2023_2024_1513351,20241005,1
2023_2024_1513351,20241006,1
2023_2024_1513351,20241012,1
2023_2024_1513351,20241013,1
2023_2024_1513351,20241019,1
2023_2024_1513351,20241020,1
2023_2024_1513351,20241026,1
2023_2024_1513351,20241027,1
2023_2024_1513351,20241101,1
2023_2024_1513351,20241102,1
2023_2024_1513351,20241103,1
2023_2024_1513351,20241109,1
2023_2024_1567844,20241109,1
2023_2024_1522959,20241029,1
2023_2024_1522959,20241030,1
2023_2024_1522959,20241031,1
2023_2024_946759,20240826,1
2023_2024_946759,20240828,1
2023_2024_946759,20240829,1
2023_2024_946759,20240830,1
2023_2024_1529118,20241012,1
2023_2024_1522688,20240902,1
2023_2024_1522688,20240903,1
2023_2024_1522688,20240904,1
2023_2024_1522688,20240905,1
2023_2024_1522688,20240906,1
2023_2024_1522688,20240909,1
2023_2024_1522688,20240910,1
2023_2024_1522688,20240911,1
2023_2024_1522688,20240912,1
2023_2024_1522688,20240913,1
2023_2024_930296,20240831,1
2023_2024_1521358,20241010,1
2023_2024_1521358,20241011,1
2023_2024_930689,20240831,1
2023_2024_1529894,20241005,1
2023_2024_1529894,20241006,1
2023_2024_1522360,20240902,1
2023_2024_1522360,20240903,1
2023_2024_1522360,20240904,1
2023_2024_1522360,20240905,1
2023_2024_1522360,20240906,1
2023_2024_1522360,20240909,1
2023_2024_1522360,20240910,1
2023_2024_1522360,20240911,1
2023_2024_1522360,20240912,1
2023_2024_1522360,20240913,1
2023_2024_1522360,20240916,1
2023_2024_1522360,20240917,1
2023_2024_1522360,20240918,1
2023_2024_1522360,20240919,1
2023_2024_1522360,20240920,1
2023_2024_1522360,20240923,1
2023_2024_1522360,20240924,1
2023_2024_1522360,20240925,1
2023_2024_1522360,20240926,1
2023_2024_1522360,20240927,1
2023_2024_1522360,20240930,1
2023_2024_1522360,20241001,1
2023_2024_1522360,20241002,1
2023_2024_1522360,20241003,1
2023_2024_1521341,20241028,1
2023_2024_1521341,20241029,1
2023_2024_1521341,20241030,1
2023_2024_1521341,20241031,1
2023_2024_1529351,20241012,1
2023_2024_1529351,20241013,1
2023_2024_930137,20240826,1
2023_2024_930137,20240827,1
2023_2024_930137,20240828,1
2023_2024_930137,20240829,1
2023_2024_930137,20240830,1
2023_2024_1153194,20240826,1
2023_2024_1153194,20240827,1
2023_2024_1153194,20240828,1
2023_2024_1153194,20240829,1
2023_2024_1153194,20240830,1
2023_2024_1522308,20240902,1
2023_2024_1522308,20240903,1
2023_2024_1522308,20240904,1
2023_2024_1522308,20240905,1
2023_2024_1522308,20240906,1
2023_2024_1522308,20240909,1
2023_2024_1522308,20240910,1
2023_2024_1522308,20240911,1
2023_2024_1522308,20240912,1
2023_2024_1522308,20240913,1
2023_2024_1529158,20240901,1
2023_2024_1529158,20240907,1
2023_2024_1529158,20240908,1
2023_2024_1529158,20240914,1
2023_2024_1529158,20240915,1
2023_2024_1521296,20240906,1
2023_2024_1523013,20241005,1
2023_2024_1523013,20241006,1
2023_2024_1522170,20240902,1
2023_2024_944653,20240831,1
2023_2024_1522552,20241029,1
2023_2024_1522552,20241030,1
2023_2024_1522552,20241031,1
2023_2024_1153173,20240826,1
2023_2024_1153173,20240827,1
2023_2024_1153173,20240828,1
2023_2024_1153173,20240829,1
2023_2024_1153173,20240830,1
2023_2024_1530355,20240903,1
2023_2024_1530355,20240904,1
2023_2024_1530355,20240905,1
2023_2024_1529655,20240928,1
2023_2024_1529655,20240929,1
2023_2024_1529362,20240901,1
2023_2024_1529362,20240907,1
2023_2024_1529362,20240908,1
2023_2024_1529362,20240914,1
2023_2024_1529362,20240915,1
2023_2024_1529362,20240921,1
2023_2024_1529362,20240922,1
2023_2024_1529362,20240928,1
2023_2024_1529362,20240929,1
2023_2024_1529362,20241005,1
2023_2024_1529362,20241006,1
2023_2024_1529362,20241012,1
2023_2024_1529362,20241013,1
2023_2024_1529362,20241019,1
2023_2024_1529362,20241020,1
2023_2024_1529362,20241026,1
2023_2024_1529362,20241027,1
2023_2024_1529362,20241101,1
2023_2024_1529362,20241102,1
2023_2024_1529362,20241103,1
2023_2024_1529362,20241109,1
2023_2024_1522336,20240918,1
2023_2024_1522336,20240919,1
2023_2024_1522336,20240920,1
2023_2024_1522336,20240923,1
2023_2024_1522336,20240924,1
2023_2024_1522336,20240925,1
2023_2024_1530073,20240907,1
2023_2024_1530073,20240908,1
2023_2024_1530073,20240914,1
2023_2024_1530073,20240915,1
2023_2024_1529194,20241012,1
2023_2024_1529194,20241013,1
2023_2024_1529951,20240907,1
2023_2024_1529951,20240908,1
2023_2024_1529951,20240914,1
2023_2024_1529951,20240915,1
2023_2024_1529951,20240921,1
2023_2024_1529951,20240922,1
2023_2024_1529951,20240928,1
2023_2024_1529951,20240929,1
2023_2024_1529318,20241027,1
2023_2024_1529318,20241101,1
2023_2024_1529318,20241102,1
2023_2024_1529318,20241103,1
2023_2024_1529318,20241109,1
2023_2024_1513342,20240901,1
2023_2024_1513342,20240907,1
2023_2024_1513342,20240908,1
2023_2024_1513342,20240914,1
2023_2024_1513342,20240915,1
2023_2024_1513342,20240921,1
2023_2024_1513342,20240922,1
2023_2024_1513342,20240928,1
2023_2024_1513342,20240929,1
2023_2024_1513342,20241005,1
2023_2024_1513342,20241006,1
